"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.689385647E2,6.094827652E-1,-4.660820961E-1,-2.992628574E0
2.689584533E2,2.715883255E-1,-9.748506546E-2,-2.393432140E0
2.689783416E2,-1.293051243E0,6.815896034E-1,-2.295032978E0
2.689982303E2,-4.108467102E-1,5.924654007E-1,-4.638390541E-1
2.690181107E2,1.841921091E0,1.275353432E-1,1.307797909E0
2.690380099E2,1.983545899E0,9.791398048E-1,1.555051804E0
2.690578957E2,1.292912245E0,1.587695599E0,2.010880470E0
2.690777842E2,4.994995594E-1,6.325569153E-1,1.446893215E0
2.690976740E2,-1.076152325E-1,1.581439972E-1,-1.183595657E-1
2.691175597E2,-1.956536770E-1,-2.094087601E-1,-1.084743500E0
2.691374484E2,-1.319489479E-1,-5.525298119E-1,-9.769883156E-1
2.691573368E2,-1.366157532E-1,-1.178040504E-1,-4.085640907E-1
2.691772252E2,-1.729803085E-1,-2.401142120E-1,3.424229622E-1
2.691971140E2,1.908981800E-1,-6.607584953E-1,5.153651237E-1
2.692170052E2,4.457828999E-1,-5.050215721E-1,1.715655327E-1
2.692368923E2,1.875252724E-1,-3.100404739E-1,-5.644893646E-1
2.692567805E2,-1.121377945E-1,4.496917725E-1,-7.881150246E-1
2.692766691E2,-1.676125526E-1,1.837344170E-1,-6.054453850E-1
2.692965577E2,-3.582561016E-1,-1.541595459E-1,-7.352399826E-1
2.693164460E2,-7.826349735E-1,1.767916679E-1,-3.181767464E-1
2.693363347E2,-6.489403248E-1,7.433776855E-1,-2.511596680E-2
2.693562186E2,-2.980175018E-1,3.339982033E-1,8.352184296E-1
2.693761117E2,-8.190393448E-2,2.234363556E-1,7.818384171E-1
2.693960012E2,1.256217957E-1,-5.213212967E-2,9.924507141E-1
2.694158887E2,5.663783550E-1,-5.573906898E-1,5.686759949E-1
2.694357760E2,1.003919601E0,-5.736742020E-1,6.663970947E-1
2.694556656E2,6.820292473E-1,5.554304123E-1,9.714140892E-1
2.694755543E2,4.626045227E-1,8.015451431E-1,1.637477398E0
2.694954428E2,7.496118546E-2,3.367614746E-1,1.827470779E0
2.695153313E2,-2.652316093E-1,1.039981842E-1,5.400428772E-1
2.695352196E2,-1.052236795E0,3.717074394E-1,-5.182609558E-1
2.695551087E2,-4.217693806E-1,-3.797063828E-1,-1.116994858E0
2.695749978E2,1.429769993E-1,-9.306955338E-2,-1.296113491E0
2.695948852E2,1.210322380E-1,4.863533974E-1,-5.689644814E-1
2.696147740E2,3.452062607E-3,5.487546921E-1,8.141179085E-1
2.696346468E2,3.908133507E-2,4.920611382E-1,9.542360306E-1
2.696545506E2,6.140971184E-2,3.107585907E-1,5.054960251E-1
2.696744393E2,5.614511967E-1,-7.618656158E-1,8.426523209E-2
2.696943122E2,5.609474182E-1,-1.055525303E0,-3.976373672E-1
2.697142165E2,4.623663425E-1,-4.759864807E-1,-1.216022015E0
2.697341071E2,6.106483936E-1,-4.876227379E-1,-7.283115387E-1
2.697539941E2,3.338413239E-1,-2.623419762E-1,-3.079814911E-1
2.697738820E2,-2.705917358E-1,5.164835453E-1,3.543024063E-1
2.697937737E2,-6.153013706E-1,6.405568123E-1,5.482864380E-2
2.698136284E2,-4.776313305E-1,3.248114586E-1,2.488346100E-1
2.698335316E2,-2.528309822E-1,-1.330561638E-1,9.251022339E-2
2.698534206E2,9.788131714E-2,-1.553287506E-1,-6.457309723E-1
2.698733090E2,1.510183811E-1,4.916937351E-1,-4.481291771E-1
2.698931976E2,2.899980545E-2,3.266916275E-1,-6.422710419E-2
2.699131012E2,-2.401752472E-1,3.592061996E-2,5.292987823E-2
2.699329900E2,3.484163284E-1,-6.560897827E-1,2.904453278E-1
2.699528784E2,3.736355305E-1,-5.624983311E-1,3.944559097E-1
2.699727671E2,-1.812002659E-1,1.439738274E-1,5.482673645E-2
2.699926542E2,-6.039683819E-1,3.824675083E-1,-6.349658966E-2
2.700125426E2,-4.279413223E-1,5.063507557E-1,-5.240941048E-1
2.700324170E2,-4.062256813E-1,5.049731731E-1,-7.578783035E-1
2.700523055E2,-1.193532944E-1,1.045072079E-1,-3.500499725E-1
2.700722082E2,1.250092983E-1,5.868148804E-2,-1.916608810E-1
2.700920967E2,2.077865601E-2,2.778177261E-1,3.615379333E-3
2.701119864E2,-1.985411644E-1,3.692145348E-1,1.734046936E-1
2.701318750E2,-1.057152748E-1,3.032779694E-2,2.631034851E-1
2.701517636E2,3.187799454E-2,-1.724038124E-1,-9.183979034E-2
2.701716519E2,4.934310913E-3,-3.174457550E-1,-3.023948669E-1
2.701915405E2,-7.391405106E-2,-1.939620972E-1,-3.183116913E-1
2.702114288E2,-1.759703159E-1,-1.010951996E-1,-1.637344360E-1
2.702313173E2,-6.148457527E-2,3.653240204E-2,1.208209991E-1
2.702512061E2,3.552508354E-2,1.985735893E-1,3.576049805E-1
2.702710937E2,-1.617431641E-3,1.630010605E-1,4.109544754E-1
2.702909681E2,-8.921861649E-2,2.170705795E-1,1.894264221E-1
2.703108713E2,-9.467101097E-2,1.399931908E-1,-3.862285614E-2
2.703307599E2,4.964828491E-2,3.257608414E-2,-2.739887238E-1
2.703506485E2,-2.687859535E-2,-2.661132812E-2,-2.383909225E-1
2.703705369E2,5.087089539E-2,-4.526138306E-2,-2.178707123E-1
2.703904097E2,2.795696259E-3,8.371257782E-2,-1.827192307E-1
2.704102988E2,2.055289745E-1,3.885030746E-2,1.007690430E-1
2.704302026E2,3.924310207E-1,-2.741050720E-2,3.607501984E-1
2.704500909E2,4.099211693E-1,-9.149694443E-2,5.035963058E-1
2.704699794E2,1.815242767E-1,-1.550292969E-2,3.318529129E-1
2.704898681E2,-8.769536018E-2,1.405730247E-1,1.589803696E-1
2.705097568E2,-2.006072998E-1,1.874198914E-1,6.981468201E-2
2.705296451E2,-1.271836758E-1,1.889405251E-1,6.931686401E-2
2.705495334E2,-3.172159195E-2,9.221982956E-2,2.096881866E-1
2.705694130E2,1.554250717E-3,5.851125717E-2,2.357521057E-1
2.705893094E2,-1.285696030E-1,1.151518822E-1,1.473913193E-1
2.706091769E2,-1.270630360E-1,7.252597809E-2,8.413028717E-2
2.706290873E2,-1.655840874E-2,1.052827835E-1,7.059383392E-2
2.706489763E2,2.745461464E-2,8.558559418E-2,1.360607147E-2
2.706688648E2,-2.889871597E-3,2.473306656E-2,-4.950714111E-2
2.706887532E2,-4.649233818E-2,3.032541275E-2,-1.084437370E-1
2.707086261E2,-1.478295326E-1,6.090354919E-2,-1.027092934E-1
2.707285303E2,-2.191665173E-1,7.035446167E-2,-7.025814056E-2
2.707484187E2,-8.974528313E-2,6.535053253E-3,-1.620159149E-1
2.707683069E2,3.761553764E-2,-8.689546585E-2,-1.658129692E-1
2.707881955E2,1.447544098E-1,-3.144741058E-2,3.396606445E-2
2.708080830E2,1.123511791E-1,6.494569778E-2,2.364311218E-1
2.708279728E2,-3.145933151E-3,1.261682510E-1,2.947702408E-1
2.708478397E2,-5.050253868E-2,1.278920174E-1,2.025957108E-1
2.708677499E2,-1.264245510E-1,6.995010376E-2,-1.168413162E-1
2.708876382E2,-1.279044151E-1,-7.288599014E-2,-3.655304909E-1
2.709075253E2,2.922081947E-2,-9.043788910E-2,-3.245153427E-1
2.709274140E2,2.859532833E-1,-1.312351227E-2,6.668853760E-2
2.709472883E2,3.753237724E-1,1.085987091E-1,3.733363152E-1
2.709671770E2,2.634623051E-1,1.215829849E-1,3.937802315E-1
2.709870655E2,1.088707447E-1,1.002779007E-1,2.472229004E-1
2.710069539E2,-1.070256233E-1,9.392166138E-2,-3.667736053E-2
2.710268427E2,-2.269599438E-1,7.067298889E-2,-2.429571152E-1
2.710467310E2,-3.209393024E-1,3.185844421E-2,-2.804336548E-1
2.710666206E2,-3.963310719E-1,4.137134552E-2,-2.561159134E-1
2.710865079E2,-2.707543373E-1,4.026794434E-2,-7.097339630E-2
2.711064119E2,-7.050943375E-2,8.570241928E-2,1.106615067E-1
2.711263003E2,5.255079269E-2,1.500773430E-1,2.747983932E-1
2.711461893E2,2.219071388E-1,8.460521698E-2,3.592114449E-1
2.711660771E2,2.657930851E-1,1.077637672E-1,3.048996925E-1
2.711859661E2,2.034716606E-1,1.240668297E-1,1.903271675E-1
2.712058543E2,1.312663555E-1,5.070924759E-2,-1.242160797E-3
2.712257427E2,1.121215820E-1,-6.735277176E-2,-1.568183899E-1
2.712456313E2,5.969047546E-3,-1.566667557E-1,-2.093062401E-1
2.712655197E2,-2.391326427E-1,-1.359462738E-3,-1.887907982E-1
2.712854084E2,-2.768061161E-1,1.271586418E-1,-3.944826126E-2
2.713052969E2,-1.782472134E-1,1.496815681E-1,8.478641510E-3
2.713251854E2,-1.290616989E-1,9.715127945E-2,-4.466772079E-2
2.713450728E2,-1.061232090E-1,8.317708969E-2,-4.705572128E-2
2.713649624E2,-5.349659920E-2,1.075768471E-1,3.996896744E-2
2.713848508E2,6.946563721E-3,9.660625458E-2,7.478046417E-2
2.714047394E2,5.228471756E-2,5.053329468E-2,5.317544937E-2
2.714246143E2,1.276621819E-1,1.482582092E-2,7.158899307E-2
2.714445009E2,4.901862144E-2,3.392076492E-2,1.364560127E-1
2.714643936E2,2.393984795E-2,7.801151276E-2,1.009149551E-1
2.714842723E2,1.061527729E-1,6.498384476E-2,9.124374390E-2
2.715041823E2,1.344275475E-1,1.760530472E-2,3.581047058E-3
2.715240549E2,5.550694466E-2,-1.184844971E-2,-4.804801941E-2
2.715439591E2,-3.227925301E-2,-3.661155701E-3,-8.630132675E-2
2.715638477E2,-8.352208138E-2,4.781675339E-2,-8.012533188E-2
2.715837364E2,-3.904080391E-2,2.929067612E-2,-2.633762360E-2
2.716036246E2,3.576612473E-2,1.156759262E-2,2.698707581E-2
2.716235101E2,4.714512825E-2,5.460262299E-3,7.293272018E-2
2.716434017E2,6.959271431E-2,6.319999695E-2,1.072072983E-1
2.716632902E2,6.832170486E-2,1.244745255E-1,1.483407021E-1
2.716831787E2,-2.608227730E-2,1.229219437E-1,6.529760361E-2
2.717030658E2,-3.176498413E-2,4.864263535E-2,-3.837203979E-2
2.717229555E2,-1.530051231E-2,-5.090808868E-2,-1.314888000E-1
2.717428432E2,-1.864051819E-2,-1.302671432E-2,-1.642675400E-1
2.717627319E2,8.437633514E-2,7.964611053E-3,-1.361799240E-2
2.717826205E2,6.245517731E-2,7.542943954E-2,8.784198761E-2
2.718025083E2,-1.394772530E-2,1.329774857E-1,1.479516029E-1
2.718223968E2,-2.958941460E-2,4.615402222E-2,1.015915871E-1
2.718422852E2,1.720261574E-2,-4.190969467E-2,-1.238632202E-2
2.718621737E2,-6.159520149E-2,-3.678798676E-2,-6.270027161E-2
2.718820630E2,-1.966779232E-1,9.850692749E-2,-2.671003342E-2
2.719019523E2,-2.590541840E-1,2.500925064E-1,6.312417984E-2
2.719218409E2,-2.002532482E-1,2.511138916E-1,1.548624039E-2
2.719417292E2,-5.684208870E-2,2.163982391E-1,-1.578330994E-2
2.719616176E2,1.728725433E-2,1.307725906E-1,-3.924131393E-2
2.719815067E2,4.558038712E-2,2.694129944E-2,-8.982753754E-2
2.720013948E2,2.776980400E-2,-5.572366714E-2,-6.525373459E-2
2.720212833E2,1.248431206E-2,-1.368813515E-1,-2.681636810E-2
2.720411651E2,-3.399848938E-2,-1.357841492E-1,5.377626419E-2
2.720610604E2,-2.589297295E-2,-5.775165558E-2,7.368755341E-2
2.720809489E2,1.349768639E-1,1.315116882E-3,5.877733231E-2
2.721008375E2,2.615563869E-1,7.237148285E-2,1.083202362E-1
2.721207259E2,1.722593307E-1,1.359691620E-1,1.446356773E-1
2.721406142E2,6.996726990E-2,1.327657700E-1,1.812968254E-1
2.721604876E2,-1.227736473E-2,5.717420578E-2,1.318788528E-1
2.721803915E2,-5.656290054E-2,-5.394458771E-3,4.807233810E-2
2.722002800E2,-8.973717690E-2,-4.285383224E-2,3.540325165E-2
2.722201683E2,-2.013158798E-2,-3.302574158E-2,9.598922729E-2
2.722400554E2,4.647064209E-2,1.005887985E-2,6.896257401E-2
2.722599455E2,-8.624076843E-3,3.022289276E-2,-2.317333221E-2
2.722798338E2,-1.415951252E-1,-8.980751038E-3,-6.985664368E-2
2.722997224E2,-1.849884987E-1,-3.118228912E-2,-9.581041336E-2
2.723196109E2,-1.770634651E-1,-1.645755768E-2,-2.439165115E-2
2.723394995E2,-2.148866653E-2,-8.931159973E-4,2.120409012E-1
2.723593880E2,-1.814413071E-2,8.479166031E-2,3.005447388E-1
2.723792749E2,-1.444196701E-1,1.066141129E-1,1.776261330E-1
2.723991621E2,2.244973183E-2,4.891872406E-2,1.064457893E-1
2.724190536E2,1.104309559E-1,9.347534180E-2,2.432775497E-2
2.724389264E2,1.038448811E-1,1.766281128E-1,-2.317328453E-1
2.724588307E2,1.529841423E-1,2.172818184E-1,-4.706420898E-1
2.724787193E2,1.225705147E-1,2.441430092E-1,-4.915533066E-1
2.724986074E2,2.944803238E-2,2.107381821E-1,-2.765522003E-1
2.725184959E2,2.913951874E-2,1.944332123E-1,7.816982269E-2
2.725383844E2,1.070885658E-1,1.758842468E-1,3.754367828E-1
2.725582732E2,1.723523140E-1,1.548509598E-1,4.345750809E-1
2.725781617E2,1.846973896E-1,3.105640411E-2,3.491582870E-1
2.725980488E2,3.401207924E-2,-6.286287308E-2,1.572875977E-1
2.726179387E2,-3.101587296E-2,-1.082134247E-1,-2.265453339E-3
2.726378257E2,-1.326537132E-2,-7.351160049E-2,-1.155138016E-1
2.726577158E2,-5.602240562E-2,-5.673265457E-2,-1.738204956E-1
2.726776003E2,-3.566765785E-2,-1.094913483E-1,-2.843546867E-1
2.726974916E2,-9.932136536E-2,-1.893539429E-1,-9.859037399E-2
2.727173799E2,-2.211034298E-1,1.253666878E-1,7.237958908E-2
2.727372684E2,-5.933046341E-2,1.465454102E-1,2.790880203E-2
2.727571567E2,-1.281692982E-1,-6.961536407E-2,-2.316284180E-1
2.727770456E2,-2.580111027E-1,-1.026678085E-1,-2.996091843E-1
2.727969351E2,-2.796723843E-1,2.754068375E-2,-8.414745331E-2
2.728168236E2,-1.177306175E-1,1.889557838E-1,1.316170692E-1
2.728367122E2,4.515480995E-2,1.336350441E-1,2.227692604E-1
2.728566006E2,3.824377060E-2,1.408152580E-1,1.934247017E-1
2.728764893E2,9.280657768E-2,-1.557302475E-2,2.188253403E-1
2.728963776E2,1.093735695E-1,-1.310825348E-3,3.008699417E-1
2.729162661E2,1.061654091E-1,7.952880859E-2,3.614649773E-1
2.729361548E2,2.071349621E-1,-8.500576019E-3,2.940087318E-1
2.729560425E2,8.523273468E-2,-7.081794739E-2,5.794620514E-2
2.729759318E2,-3.619575500E-2,-2.234935760E-2,-1.350579262E-1
2.729958131E2,-2.020502090E-2,2.123785019E-2,-2.087101936E-1
2.730156934E2,-6.906819344E-2,2.605628967E-2,-2.937569618E-1
2.730355825E2,-9.509038925E-2,1.987123489E-2,-2.426948547E-1
2.730554711E2,-9.959602356E-2,-1.451015472E-3,-1.120252609E-1
2.730753593E2,-6.681323051E-2,5.218362808E-2,9.020853043E-2
2.730952627E2,-1.062438488E-1,1.761698723E-1,2.811698914E-1
2.731151514E2,-6.944775581E-2,1.359624863E-1,2.787432671E-1
2.731350389E2,-2.775692940E-2,3.453588486E-2,1.224765778E-1
2.731549130E2,-7.146358490E-2,-4.459762573E-2,-4.358959198E-2
2.731748013E2,-2.724790573E-2,-6.650304794E-2,-9.393787384E-2
2.731947054E2,-6.051301956E-3,-2.422952652E-2,-9.765148163E-2
2.732145786E2,-3.399443626E-2,7.486677170E-2,3.038406372E-3
2.732344667E2,-4.709482193E-2,1.188392639E-1,1.339101791E-1
2.732543712E2,-6.101274490E-2,1.597528458E-1,1.800465584E-1
2.732742595E2,1.385712624E-2,1.438713074E-1,2.118253708E-1
2.732941479E2,6.911206245E-2,5.360460281E-2,1.266417503E-1
2.733140351E2,1.234440804E-1,4.931068420E-2,3.855228424E-3
2.733339251E2,1.250276566E-1,5.668067932E-2,-9.671688080E-3
2.733538057E2,1.603827477E-1,-4.582262039E-2,-6.753063202E-2
2.733736867E2,6.672120094E-2,-5.761098862E-2,-6.639480591E-2
2.733935755E2,6.840109825E-2,1.607589722E-1,3.763008118E-2
2.734134638E2,3.362381458E-1,-2.455139160E-2,-1.121215820E-1
2.734333523E2,2.374849319E-1,-3.126440048E-1,-4.429092407E-1
2.734532406E2,-2.088069916E-3,-3.165111542E-1,-4.584770203E-1
2.734731295E2,-8.004355431E-2,-1.352543831E-1,-5.603742599E-2
2.734930180E2,3.184318542E-2,2.479839325E-2,6.268405914E-2
2.735129062E2,1.775646210E-1,6.679058075E-2,3.129577637E-2
2.735327948E2,2.089467049E-1,-2.647829056E-2,-6.720066071E-2
2.735526901E2,1.350767612E-1,-1.223316193E-1,4.165172577E-2
2.735725799E2,2.620983124E-2,4.000806808E-2,3.318471909E-1
2.735924603E2,5.767679214E-2,6.977367401E-2,4.423818588E-1
2.736123630E2,6.923198700E-3,6.659364700E-2,2.520189285E-1
2.736322515E2,-6.233334541E-2,2.711772919E-3,2.071189880E-2
2.736521398E2,-1.862020493E-1,-1.061010361E-2,-1.333727837E-1
2.736720285E2,-2.833142281E-1,-2.840232849E-2,-1.945905685E-1
2.736919183E2,-3.149309158E-1,1.026911736E-1,-1.746969223E-1
2.737118069E2,-3.343725204E-1,2.490429878E-1,-9.553337097E-2
2.737316954E2,-2.239706516E-1,2.527537346E-1,7.050704956E-2
2.737515838E2,-1.883764267E-1,3.575778008E-1,1.625318527E-1
2.737714723E2,1.864290237E-2,2.379469872E-1,8.295345306E-2
2.737913610E2,-4.121184349E-2,5.665063858E-2,-1.009116173E-1
2.738112493E2,-1.600887775E-1,1.375403404E-1,-9.852647781E-2
2.738311380E2,-1.453175545E-1,1.730828285E-1,2.443313599E-3
2.738510254E2,4.824399948E-3,8.469390869E-2,-6.565618515E-2
2.738709149E2,-3.685307503E-2,5.484819412E-2,-1.357679367E-1
2.738908034E2,-1.015386581E-1,5.768775940E-2,-6.835460663E-2
2.739106919E2,-4.408168793E-2,1.549220085E-1,-4.805469513E-2
2.739305769E2,2.864551544E-2,1.359028816E-1,1.763629913E-2
2.739504689E2,8.062624931E-2,4.342126846E-2,4.969406128E-2
2.739703574E2,6.784152985E-2,-7.107257843E-2,3.264331818E-2
2.739902460E2,-1.055240631E-1,1.955556870E-2,5.222129822E-2
2.740101343E2,-5.639076233E-3,6.291866302E-2,1.151628494E-1
2.740300235E2,-1.477625370E-1,1.028790474E-1,-1.109600067E-3
2.740498958E2,-2.232513428E-1,9.207153320E-2,-8.260202408E-2
2.740698003E2,-1.197123528E-1,-3.519201279E-2,-9.918498993E-2
2.740896886E2,2.975916862E-2,-1.351985931E-1,5.977201462E-2
2.741095758E2,2.223691940E-1,-1.447997093E-1,2.430796623E-1
2.741294656E2,3.417334557E-1,-8.080148697E-2,3.440871239E-1
2.741493543E2,3.607325554E-1,1.810073853E-3,2.384228706E-1
2.741692429E2,2.318727970E-1,-7.951879501E-2,-2.662372589E-2
2.741891312E2,4.344820976E-2,-9.175395966E-2,-2.629237175E-1
2.742090189E2,-3.562617302E-2,-1.093411446E-1,-2.038369179E-1
2.742289080E2,4.966068268E-2,-6.911230087E-2,-8.279132843E-2
2.742487969E2,2.097723484E-1,-1.545953751E-2,8.029556274E-2
2.742686702E2,2.768883705E-1,-2.167367935E-2,1.302661896E-1
2.742885680E2,1.905236244E-1,-2.796983719E-2,5.720186234E-2
2.743084622E2,1.219172478E-1,5.107593536E-2,3.205347061E-2
2.743283506E2,5.166864395E-2,1.398916245E-1,4.109907150E-2
2.743482392E2,-7.227015495E-2,2.076539993E-1,3.661489487E-2
2.743681120E2,-9.908747673E-2,2.168169022E-1,2.978134155E-2
2.743880160E2,-9.012794495E-2,1.601099968E-1,5.829048157E-2
2.744079049E2,-1.402051449E-1,1.315603256E-1,-4.237413406E-2
2.744277919E2,-1.771826744E-1,1.232047081E-1,-5.722332001E-2
2.744476943E2,-2.939314842E-1,2.424073219E-1,-8.935546875E-2
2.744675691E2,-2.767317295E-1,1.630759239E-1,-2.075729370E-1
2.744874573E2,-1.835007668E-1,-1.305603981E-1,-2.873506546E-1
2.745073459E2,-1.652147770E-1,-1.867799759E-1,-1.834411621E-1
2.745272203E2,2.125382423E-2,-1.990113258E-1,-1.574816704E-1
2.745471138E2,-1.630368233E-1,-1.902379990E-1,-4.286575317E-2
2.745670138E2,-8.863043785E-2,-2.170085907E-3,-4.237747192E-2
2.745869014E2,1.717607975E-1,-1.194696426E-1,1.900076866E-1
2.746067899E2,1.340041161E-1,1.446061134E-1,4.969487190E-1
2.746266783E2,2.454876900E-1,2.382903099E-1,6.616301537E-1
2.746465670E2,3.480436802E-1,1.620149612E-1,5.522871017E-1
2.746664556E2,3.181817532E-1,5.262041092E-2,2.430391312E-1
2.746863440E2,2.379574776E-1,-9.668588638E-2,-3.598022461E-2
2.747062325E2,9.240961075E-2,2.197408676E-2,-6.268644333E-2
2.747261209E2,3.170013428E-3,8.838272095E-2,-5.347728729E-2
2.747460124E2,-1.493217945E-1,6.568098068E-2,-2.003917694E-1
2.747658983E2,-2.337453365E-1,2.806997299E-2,-3.149952888E-1
2.747857864E2,-2.856130600E-1,9.511947632E-2,-3.741860390E-1
2.748056749E2,-2.707040310E-1,1.195611954E-1,-3.310194016E-1
2.748255636E2,-2.467501163E-1,1.027793884E-1,-2.362799644E-1
2.748454521E2,-1.700451374E-1,2.483177185E-2,-6.289529800E-2
2.748653251E2,-3.013293743E-1,9.185600281E-2,3.089952469E-2
2.748852290E2,-2.916564941E-1,1.399579048E-1,7.286310196E-2
2.749051176E2,-2.927417755E-1,1.146783829E-1,3.469038010E-2
2.749250088E2,-2.440512180E-1,1.218409538E-1,-2.550697327E-2
2.749448791E2,-8.669018745E-2,6.213951111E-2,1.112146378E-1
2.749647832E2,-1.219382286E-1,7.470273972E-2,2.574920654E-1
2.749846561E2,-6.715583801E-2,9.016227722E-2,3.060894012E-1
2.750045481E2,1.548879147E-1,5.015516281E-2,2.157330513E-1
2.750244364E2,3.204889297E-1,-7.084035873E-2,-8.538722992E-3
2.750443376E2,2.500863075E-1,-1.149749756E-1,-2.787141800E-1
2.750642260E2,2.354071140E-1,-9.946060181E-2,-2.333340645E-1
2.750841147E2,1.286127567E-1,-7.063198090E-2,3.603839874E-2
2.751040044E2,2.195143700E-2,-1.272926331E-1,9.436178207E-2
2.751238913E2,2.893743515E-1,-1.748347282E-1,1.388216019E-1
2.751437797E2,5.612633228E-1,-1.819958687E-1,2.895321846E-1
2.751636687E2,4.878721237E-1,-1.518611908E-1,1.432948112E-1
2.751835567E2,4.256258011E-1,-6.650781631E-2,7.555770874E-2
2.752034445E2,3.163430691E-1,1.049041748E-2,1.038556099E-1
2.752233340E2,1.471500397E-1,6.112003326E-2,7.693243027E-2
2.752432225E2,1.215608120E-1,2.784538269E-2,6.192111969E-2
2.752631115E2,6.351327896E-2,-1.813125610E-2,1.555776596E-2
2.752830000E2,9.945631027E-3,-5.807876587E-3,-1.139030457E-1
2.753028881E2,-8.667421341E-2,6.499290466E-3,-5.417919159E-2
2.753227767E2,-1.947886944E-1,5.420207977E-2,-1.447300911E-1
2.753426641E2,-2.668025494E-1,1.037926674E-1,-1.588125229E-1
2.753625523E2,-2.945873737E-1,1.325078011E-1,-1.072702408E-1
2.753824406E2,-3.132572174E-1,1.755962372E-1,-1.003479958E-1
2.754023291E2,-3.079624176E-1,1.445145607E-1,-9.383583069E-2
2.754222080E2,-3.095991611E-1,1.094288826E-1,-9.154129028E-2
2.754421062E2,-2.441148758E-1,9.229516983E-2,-1.065745354E-1
2.754619971E2,-4.496335983E-2,-8.128786087E-2,-2.113714218E-1
2.754818845E2,-5.446553230E-2,-3.793067932E-1,-1.700057983E-1
2.755017731E2,-7.263755798E-2,-1.526660919E-1,-8.093976974E-2
2.755216618E2,1.803874969E-3,1.846790314E-3,2.539682388E-1
2.755415501E2,-7.661032677E-2,1.613707542E-1,4.334745407E-1
2.755614388E2,2.551221848E-2,1.569619179E-1,3.273096085E-1
2.755813268E2,1.950483322E-1,6.008577347E-2,2.098131180E-1
2.756012158E2,2.519752979E-1,-5.877017975E-3,3.347396851E-3
2.756211078E2,1.480131149E-1,-1.390647888E-2,4.758834839E-4
2.756409939E2,-2.747988701E-2,1.132540703E-1,-8.896827698E-3
2.756608814E2,8.687734604E-3,3.834199905E-2,-7.834339142E-2
2.756807696E2,-5.308651924E-2,5.949020386E-2,-2.350811958E-1
2.757006586E2,-9.808874130E-2,8.401584625E-2,-2.300920486E-1
2.757205470E2,-8.570718765E-2,1.144242287E-1,-2.399330139E-1
2.757404355E2,-6.282758713E-2,1.923546791E-1,-1.081123352E-1
2.757603240E2,-6.715059280E-3,2.223696709E-1,7.281017303E-2
2.757802125E2,5.314826965E-2,1.475019455E-1,1.266078949E-1
2.758001081E2,-1.670360565E-3,-1.258897781E-2,9.028148651E-2
2.758199900E2,-3.110191822E-1,5.742549896E-3,-4.534435272E-2
2.758398782E2,-3.033227921E-1,5.845689774E-2,-1.882352829E-1
2.758597665E2,-2.829270363E-1,9.610986710E-2,-2.696371078E-1
2.758796549E2,-2.046196461E-1,8.731174469E-2,-1.663360596E-1
2.758995423E2,-4.053473473E-2,-8.296966553E-4,9.417915344E-2
2.759194320E2,6.053733826E-2,-2.053213120E-2,3.475904465E-1
2.759393207E2,2.113432884E-1,-3.151988983E-2,4.000806808E-1
2.759592089E2,3.474042416E-1,-2.370071411E-2,2.098541260E-1
2.759790976E2,3.392128944E-1,-5.403709412E-2,-4.118537903E-2
2.759989864E2,1.781556606E-1,-4.864549637E-2,-2.697067261E-1
2.760188745E2,3.098678589E-2,-1.322021484E-1,-3.176946640E-1
2.760387630E2,-1.189873219E-1,-1.416683197E-1,-1.682071686E-1
2.760586514E2,-6.627726555E-2,-7.136201859E-2,5.115699768E-2
2.760785403E2,3.065774441E-1,-2.750253677E-2,3.764200211E-1
2.760984134E2,4.827063084E-1,-2.193307877E-2,5.507364273E-1
2.761182968E2,3.894588947E-1,-4.547023773E-2,3.895168304E-1
2.761382058E2,1.769580841E-1,-6.899547577E-2,1.382942200E-1
2.761580785E2,3.484511375E-2,-6.681919098E-3,-4.124450684E-2
2.761779675E2,-4.627537727E-2,6.599235535E-2,-1.840934753E-1
2.761978577E2,-1.833391190E-2,1.513233185E-1,-2.168283463E-1
2.762177601E2,-5.042290688E-2,1.956529617E-1,-1.191534996E-1
2.762376470E2,-1.889357567E-1,2.126679420E-1,-1.975212097E-1
2.762575353E2,-2.351887226E-1,1.180095673E-1,-2.805438042E-1
2.762774101E2,-3.075206280E-1,9.845685959E-2,-3.022346497E-1
2.762972988E2,-2.695086002E-1,6.550312042E-3,-1.528177261E-1
2.763172012E2,-1.533501148E-1,2.037048340E-2,-6.747722626E-2
2.763370751E2,4.058575630E-2,-2.938985825E-2,1.000804901E-1
2.763569793E2,1.346247196E-1,-3.060245514E-2,1.551771164E-1
2.763768677E2,1.095583439E-1,-2.837896347E-2,1.452426910E-1
2.763967562E2,1.301236153E-1,-1.965618134E-2,-3.625059128E-2
2.764166447E2,3.510074615E-1,-3.323550224E-1,-2.167687416E-1
2.764365334E2,8.851385117E-2,-4.661312103E-1,-2.017555237E-1
2.764564219E2,-7.535958290E-2,-5.281734467E-2,3.811359406E-2
2.764763092E2,8.169770241E-2,-1.132631302E-2,3.329200745E-1
2.764961989E2,-4.615283012E-2,1.988725662E-1,4.125394821E-1
2.765160874E2,4.648399353E-2,2.048754692E-1,3.777074814E-1
2.765359759E2,1.759760380E-1,1.663160324E-1,3.346338272E-1
