"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.444054557E2,1.115775108E-1,-5.440473557E-2,-1.722860336E-1
4.444253449E2,-3.092594147E-1,5.392038822E-2,-2.332158089E-1
4.444452341E2,-3.340878487E-1,-1.023585796E-1,-4.024686813E-1
4.444651233E2,6.980037689E-2,-3.196821213E-1,-7.656774521E-1
4.444850150E2,2.794423103E-1,-1.919045448E-1,-1.179343700E0
4.445049018E2,-6.808805466E-2,3.208118677E-1,-1.150142670E0
4.445247907E2,-5.405931473E-1,5.267722607E-1,-5.060658455E-1
4.445446801E2,-8.928523064E-1,3.296270370E-1,2.061610222E-1
4.445645690E2,-7.912893295E-1,2.500176430E-2,1.858186722E-1
4.445844579E2,-4.404654503E-1,-9.466278553E-2,-1.484327316E-1
4.446043460E2,-2.766723633E-1,-1.071424484E-1,-1.621541977E-1
4.446242363E2,-4.637160301E-1,1.304922104E-1,3.553094864E-1
4.446441257E2,-4.650516510E-1,7.163810730E-2,7.668104172E-1
4.446640181E2,-8.255243301E-2,-1.515790224E-1,7.827763557E-1
4.446839037E2,2.651863098E-1,-2.312585115E-1,7.975111008E-1
4.447037929E2,4.700679779E-1,-3.437077403E-1,8.306899071E-1
4.447236821E2,3.951129913E-1,-2.193319798E-1,1.079904556E0
4.447435712E2,5.784683228E-1,-1.274991035E-1,8.025608063E-1
4.447634604E2,9.346442223E-1,-1.470814943E-1,2.124199867E-1
4.447833497E2,9.371638298E-1,-1.545144320E-1,-1.706981659E-2
4.448032390E2,8.524327278E-1,-2.666757703E-1,-2.610197067E-1
4.448231279E2,7.361688614E-1,-4.324833751E-1,-6.385488510E-1
4.448430189E2,5.737915039E-1,-5.562620163E-1,-8.294591904E-1
4.448629065E2,3.476195335E-1,-5.725990534E-1,-7.923383713E-1
4.448827798E2,2.628436089E-1,-6.540561914E-1,-1.113571167E0
4.449026837E2,-1.051130295E-1,-9.622979164E-2,-3.930444717E-1
4.449225730E2,-9.138917923E-2,-1.806182861E-1,-3.017821312E-1
4.449424618E2,-8.159637451E-2,-1.869540215E-1,1.984882355E-2
4.449623506E2,-1.046304703E-1,-4.549121857E-2,-1.688766479E-2
4.449822397E2,-2.914113998E-1,2.374179363E-1,5.088376999E-2
4.450021293E2,-5.985627174E-1,5.253697634E-1,1.005563736E-1
4.450220196E2,-6.899657249E-1,4.874005318E-1,-1.056051254E-1
4.450419088E2,-5.274457932E-1,2.685496807E-1,-2.317843437E-1
4.450617980E2,-1.767349243E-1,2.742735147E-1,-2.801947594E-1
4.450816871E2,-9.799957275E-3,4.268971682E-1,3.564105034E-1
4.451015762E2,-6.769037247E-2,4.694867134E-1,1.065909863E0
4.451214655E2,9.881973267E-3,3.904994726E-1,8.993382454E-1
4.451413546E2,-1.013374329E-2,2.433069944E-1,6.728940010E-1
4.451612436E2,-7.390308380E-2,-3.885030746E-2,6.056785583E-1
4.451811315E2,-2.379703522E-2,-1.238588095E-1,3.427352905E-1
4.452010211E2,3.595051765E-1,-1.648933291E-1,-2.686691284E-2
4.452209111E2,4.139137268E-1,-3.512638807E-1,-4.247646332E-1
4.452408002E2,1.500468254E-1,-9.908068180E-2,-6.759138107E-1
4.452606894E2,1.493668556E-1,-1.243247986E-1,-1.053044796E0
4.452805789E2,7.622671127E-2,-1.908892393E-1,-1.048175335E0
4.453004678E2,-6.889533997E-2,-5.449604988E-2,-8.737545013E-1
4.453203571E2,-2.336325645E-1,1.073133945E-1,-7.369318008E-1
4.453402461E2,-3.938689232E-1,2.024142742E-1,-4.807000160E-1
4.453601352E2,-4.176597595E-1,2.028245926E-1,-3.303003311E-2
4.453800242E2,-4.438490868E-1,-1.273691654E-2,2.107772827E-1
4.453998983E2,-1.180582047E-1,-2.702970505E-1,6.633281708E-3
4.454198028E2,-3.323554993E-3,-1.786631346E-1,1.015057564E-1
4.454396921E2,3.884840012E-2,4.536974430E-2,6.000757217E-1
4.454595810E2,1.610388756E-1,7.922089100E-2,1.084374905E0
4.454794703E2,2.145199776E-1,3.282189369E-3,1.300350666E0
4.454993581E2,3.597879410E-1,-2.586323023E-1,1.010748386E0
4.455192486E2,3.381233215E-1,-3.574504256E-1,3.748259544E-1
4.455391378E2,1.557154655E-1,-3.914257884E-1,-3.560457230E-1
4.455590267E2,7.120752335E-2,-3.961265087E-1,-1.014863491E0
4.455789161E2,-1.107606888E-1,-2.113022804E-1,-1.484461784E0
4.455988053E2,-4.055862427E-1,9.277272224E-2,-1.342315674E0
4.456186944E2,-5.353212357E-1,3.623634577E-1,-8.344087601E-1
4.456385836E2,-5.670952797E-1,4.891042709E-1,1.354231834E-1
4.456584538E2,-2.153429985E-1,4.185386896E-1,9.643645287E-1
4.456783464E2,3.859853745E-1,8.166790009E-2,1.042342186E0
4.456982356E2,6.951608658E-1,-8.798652887E-2,7.497720718E-1
4.457181276E2,6.299719810E-1,8.444964886E-3,1.704006195E-1
4.457380291E2,5.903100967E-2,3.632755280E-1,-1.053786278E-1
4.457579171E2,-3.458509445E-1,4.651119709E-1,-1.586155891E-1
4.457778077E2,-4.076848030E-1,3.211525679E-1,-3.547878265E-1
4.457976855E2,-4.212751389E-1,2.103755474E-1,-4.325251579E-1
4.458175856E2,-3.920249939E-1,5.657887459E-2,-3.650360107E-1
4.458374737E2,-1.864686012E-1,-1.676275730E-1,-2.687964439E-1
4.458573634E2,-1.167478561E-1,-2.427695394E-1,-2.840948105E-2
4.458772379E2,-1.143808365E-1,-1.385233402E-1,5.117201805E-1
4.458971412E2,-3.322362900E-2,-1.242276430E-1,7.546057701E-1
4.459170310E2,9.182024002E-2,4.646539688E-3,9.262037277E-1
4.459369212E2,2.714066505E-1,-1.622371078E-1,1.009324551E0
4.459568106E2,5.027580261E-1,-3.871028423E-1,1.129151821E0
4.459766995E2,6.156225204E-1,-5.645358562E-1,6.871871948E-1
4.459965887E2,6.088523865E-1,-5.342630744E-1,-4.449744225E-1
4.460164625E2,6.281862259E-1,-4.436366558E-1,-1.206495762E0
4.460363524E2,5.037903786E-1,-3.250020146E-1,-1.459393978E0
4.460562562E2,2.146263123E-1,-9.856677055E-2,-1.098103046E0
4.460761438E2,-1.116786003E-1,1.831958294E-1,-5.392990112E-1
4.460960333E2,-1.936311722E-1,3.273026943E-1,-1.174898148E-1
4.461159239E2,-1.320257187E-1,3.193769455E-1,2.426924706E-1
4.461358129E2,-1.218557358E-2,2.371233702E-1,4.122958183E-1
4.461557020E2,-4.829835892E-2,1.505430937E-1,5.915026665E-1
4.461755913E2,-1.648402214E-1,1.170661449E-1,4.418692589E-1
4.461954804E2,-3.368306160E-1,1.708486080E-1,1.637430191E-1
4.462153694E2,-5.200495720E-1,2.104489803E-1,6.220769882E-2
4.462352588E2,-5.592207909E-1,2.130885124E-1,2.359013557E-1
4.462551326E2,-3.679385185E-1,8.670842648E-2,2.594676018E-1
4.462750357E2,-1.081652641E-1,-5.327439308E-2,1.275730133E-2
4.462949263E2,8.752393723E-2,-1.614781618E-1,2.081012726E-2
4.463148152E2,1.755166054E-1,-1.556570530E-1,6.494235992E-2
4.463347046E2,1.999211311E-1,-1.009583473E-1,-2.223629951E-1
4.463545935E2,2.804231644E-1,2.076697350E-2,-7.057199478E-1
4.463744829E2,2.572846413E-1,9.496819973E-2,-9.182100296E-1
4.463943722E2,8.660459518E-2,1.825284958E-1,-7.132158279E-1
4.464142652E2,-8.592557907E-2,2.870044708E-1,-3.246436119E-1
4.464341505E2,-1.433176994E-1,3.516173363E-1,-2.800049782E-1
4.464540239E2,-1.628212929E-1,3.428138494E-1,-2.011456490E-1
4.464739289E2,-1.806330681E-1,1.870319843E-1,7.546949387E-2
4.464938179E2,-2.971830368E-1,9.377181530E-2,4.388833046E-1
4.465137070E2,-4.893465042E-1,5.362963676E-2,8.087263107E-1
4.465335960E2,-5.241322517E-1,-1.126787663E-1,8.375253677E-1
4.465534855E2,-3.757514954E-1,-3.510465622E-1,7.286505699E-1
4.465733745E2,-7.702398300E-2,-5.449022651E-1,2.759685516E-1
4.465932637E2,1.862387657E-1,-6.904503107E-1,-2.189478874E-1
4.466131529E2,3.102240562E-1,-6.099088192E-1,-3.528552055E-1
4.466330404E2,3.285298347E-1,-4.142734408E-1,-3.622646332E-1
4.466529299E2,4.018001556E-1,-2.601255178E-1,-6.383614540E-1
4.466728203E2,4.318561554E-1,-3.072535992E-2,-7.079687119E-1
4.466927095E2,2.866549492E-1,2.531926632E-1,-6.091995239E-1
4.467125911E2,2.012782097E-1,4.384841919E-1,-2.387609482E-1
4.467324863E2,4.395580292E-2,6.310287714E-1,2.519111633E-1
4.467523757E2,-6.992959976E-2,6.447594166E-1,5.478782654E-1
4.467722650E2,-9.208345413E-2,5.336110592E-1,6.448569298E-1
4.467921539E2,-1.963677406E-1,4.090059996E-1,6.634912491E-1
4.468120432E2,-2.523522377E-1,1.878349781E-1,8.590097427E-1
4.468319336E2,-8.822917938E-3,-1.852418184E-1,8.665771484E-1
4.468518228E2,2.301368713E-1,-5.037701726E-1,4.211339951E-1
4.468717120E2,2.870287895E-1,-6.063142419E-1,4.276561737E-2
4.468916011E2,3.137860298E-1,-7.033774257E-1,-1.699905396E-1
4.469114907E2,2.719268799E-1,-6.419706941E-1,-5.226178169E-1
4.469313556E2,2.171454430E-1,-4.692875147E-1,-7.777676582E-1
4.469512617E2,2.795157433E-1,-3.478279114E-1,-7.006535530E-1
4.469711567E2,2.027950287E-1,-3.730344772E-2,-4.012389183E-1
4.469910513E2,-2.686548233E-2,3.419367075E-1,1.288475990E-1
4.470109361E2,-3.157505989E-1,6.070393324E-1,6.622691154E-1
4.470308258E2,-3.782262802E-1,4.943851233E-1,8.991622925E-1
4.470507147E2,-1.725749969E-1,2.780116796E-1,5.785412788E-1
4.470706040E2,-5.216979980E-2,5.916583538E-2,3.288450241E-1
4.470904929E2,-4.868650436E-2,-9.636950493E-2,1.224207878E-1
4.471103822E2,-3.519105911E-2,-2.319808006E-1,-1.630592346E-1
4.471302712E2,-4.694938660E-3,-3.456604481E-1,-6.281690598E-1
4.471501604E2,-9.954929352E-3,-3.688946962E-1,-9.544377327E-1
4.471700483E2,-1.344041824E-1,-3.085883856E-1,-6.087923050E-1
4.471899386E2,-1.994137764E-1,-9.470045567E-2,2.458381653E-2
4.472098278E2,-8.395767212E-2,3.331208229E-2,3.234624863E-2
4.472297158E2,7.824516296E-2,1.605113745E-1,-3.712038994E-1
4.472496063E2,-1.723885536E-1,4.628827572E-1,-4.041905403E-1
4.472694954E2,-4.876289368E-1,6.993066072E-1,5.961990356E-2
4.472893844E2,-5.256519318E-1,6.826045513E-1,5.171451569E-1
4.473092738E2,-2.202548981E-1,3.829290867E-1,2.475085258E-1
4.473291629E2,2.646255493E-2,1.803063154E-1,-1.467227936E-3
4.473490507E2,6.896781921E-2,-1.534342766E-2,2.277565002E-2
4.473689414E2,3.296899796E-2,-1.146024466E-1,4.076976776E-1
4.473888305E2,3.183412552E-2,-2.342569828E-1,6.464023590E-1
4.474087067E2,6.473541260E-2,-4.038931131E-1,7.458415031E-1
4.474286087E2,9.207916260E-2,-5.117771626E-1,4.678163528E-1
4.474484980E2,1.391096115E-1,-5.020778179E-1,8.406782150E-2
4.474683871E2,8.947229385E-2,-3.532729149E-1,1.041326523E-1
4.474882612E2,-4.872798920E-2,-1.718146801E-1,-3.394031525E-2
4.475081502E2,-1.292924881E-1,-4.769670963E-2,-2.655162811E-1
4.475280535E2,-5.904912949E-2,5.152225494E-4,-4.323277473E-1
4.475479428E2,4.458427429E-2,1.331734657E-2,-4.363369942E-1
4.475678333E2,9.380626678E-2,8.453607559E-2,-3.417062759E-1
4.475877222E2,1.107749939E-1,1.959781647E-1,-3.471670151E-1
4.476076102E2,2.498311996E-1,1.383655071E-1,-3.962187767E-1
4.476274854E2,3.437666893E-1,2.667546272E-2,-1.563944817E-1
4.476473886E2,3.145818710E-1,3.464746475E-2,8.361816406E-2
4.476672777E2,2.054800987E-1,1.442623138E-2,9.456443787E-2
4.476871669E2,7.157421112E-2,-1.407051086E-2,1.482281685E-1
4.477070420E2,9.222984314E-3,-1.328034401E-1,1.344761848E-1
4.477269463E2,-5.170154572E-2,-1.150174141E-1,-4.890775681E-2
4.477468355E2,2.247285843E-2,-8.890199661E-2,-2.982029915E-1
4.477667248E2,1.743879318E-1,-1.563892365E-1,-2.496156693E-1
4.477866138E2,2.488269806E-1,-1.091041565E-1,2.300262451E-2
4.478065035E2,2.018890381E-1,-1.288175583E-3,2.550964355E-1
4.478263924E2,1.560254097E-1,2.573776245E-2,4.205598831E-1
4.478462814E2,2.605876923E-1,-3.302454948E-2,-2.672815323E-2
4.478661708E2,3.103809357E-1,-3.869104385E-2,-3.032364845E-1
4.478860586E2,1.528892517E-1,8.001947403E-2,1.185750961E-2
4.479059402E2,1.037430763E-1,5.970454216E-2,2.274985313E-1
4.479258385E2,5.780649185E-2,-2.050399780E-4,1.743106842E-1
4.479457274E2,1.246237755E-1,-1.375143528E-1,-1.178035736E-1
4.479656164E2,1.552381516E-1,-1.700966358E-1,-3.702473640E-1
4.479855056E2,3.785133362E-2,-1.052901745E-1,-1.468901634E-1
4.480053951E2,-2.117347717E-2,-3.924655914E-2,1.708655357E-1
4.480252842E2,7.671833038E-3,-3.074884415E-3,6.586074829E-2
4.480451734E2,-6.482601166E-3,8.077168465E-2,-1.078824997E-1
4.480650613E2,-1.444482803E-2,9.509849548E-2,-1.289911270E-1
4.480849518E2,-4.765129089E-2,1.408429146E-1,5.665063858E-2
4.481048411E2,-1.354584694E-1,1.959626675E-1,9.539842606E-2
4.481247285E2,-1.701283455E-1,1.756393909E-1,5.864143372E-3
4.481446192E2,-3.483929634E-1,2.263715267E-1,-2.720785141E-2
4.481645085E2,-4.242954254E-1,1.604919434E-1,-1.451253891E-1
4.481843975E2,-2.005586624E-1,-6.883192062E-2,-1.553378105E-1
4.482042713E2,-1.099972725E-1,-2.122560740E-1,-2.057123184E-2
4.482241761E2,-2.995386124E-1,-1.336923838E-1,-4.282951355E-3
4.482440639E2,-3.479084969E-1,9.079337120E-3,-3.661279678E-1
4.482639541E2,-3.215966225E-1,1.307744980E-1,-5.270376205E-1
4.482838282E2,-1.592602730E-1,9.413433075E-2,-3.305010796E-1
4.483037329E2,1.207494736E-2,9.445500374E-2,-9.643650055E-2
4.483236218E2,-8.524227142E-2,2.730190754E-1,3.661575317E-1
4.483435111E2,-2.719063759E-1,3.897824287E-1,7.475981712E-1
4.483634000E2,-2.412409782E-1,2.589504719E-1,3.426942825E-1
4.483832894E2,-2.206330299E-1,1.325366497E-1,3.751230240E-2
4.484031640E2,-3.853654861E-1,2.432656288E-2,1.174979210E-1
4.484230665E2,-3.318424225E-1,-1.250098944E-1,1.718716621E-1
4.484429567E2,-8.327054977E-2,-3.809835911E-1,7.092809677E-2
4.484628290E2,6.301498413E-2,-4.686009884E-1,1.441516876E-1
4.484827351E2,2.412552834E-1,-4.172794819E-1,2.458419800E-1
4.485026247E2,1.718292236E-1,-1.581468582E-1,3.842334747E-1
4.485225124E2,3.104243279E-1,-5.209457874E-2,4.735121727E-1
4.485424013E2,4.609260559E-1,-1.267791986E-1,3.035998344E-1
4.485622765E2,3.286905289E-1,-1.087177992E-1,4.329261780E-1
4.485821799E2,-8.039474487E-4,-7.771313190E-2,4.911947250E-1
4.486020703E2,1.777029037E-2,-1.485524178E-1,5.630970001E-3
4.486219595E2,2.407569885E-1,-2.079783678E-1,-5.269570351E-1
4.486418485E2,2.956309319E-1,-1.111423969E-1,-1.007050991E0
4.486617379E2,1.969985962E-1,8.055388927E-2,-1.158721924E0
4.486816268E2,1.180329323E-1,2.225039005E-1,-9.640507698E-1
4.487015008E2,1.414580345E-1,2.492554188E-1,-4.206552505E-1
4.487214052E2,4.743862152E-2,3.698734045E-1,1.861047745E-2
4.487412945E2,2.417316437E-1,3.493018150E-1,1.788010597E-1
4.487611839E2,3.383669853E-1,2.244166136E-1,3.589763641E-1
4.487810630E2,1.406617165E-1,1.202996969E-1,5.791792870E-1
4.488009621E2,4.088878632E-3,-8.181464672E-2,6.397299767E-1
4.488208362E2,7.869148254E-2,-3.646934032E-1,4.160823822E-1
4.488407404E2,1.224536896E-1,-5.564613342E-1,-2.408113480E-1
4.488606298E2,3.089075089E-1,-6.394078732E-1,-7.010293007E-1
4.488805190E2,1.622915268E-1,-4.031736851E-1,-6.518907547E-1
4.489004079E2,-1.793293953E-1,-2.355837822E-2,-3.066253662E-1
4.489202971E2,-2.763295174E-1,1.268335581E-1,-1.105871201E-1
4.489401863E2,-3.461523056E-1,1.564140320E-1,1.271681786E-1
4.489600750E2,-4.673485756E-1,2.154191732E-1,3.730483055E-1
4.489799646E2,-5.537228584E-1,3.623157740E-1,7.350974083E-1
4.489998538E2,-5.335416794E-1,4.849091768E-1,1.121434212E0
4.490197420E2,-2.517700195E-1,4.328428507E-1,6.873240471E-1
4.490396321E2,-9.880065918E-2,3.940174580E-1,2.819771767E-1
4.490595214E2,-7.383680344E-2,1.645601988E-1,2.095756531E-1
4.490794105E2,2.277979851E-1,-1.526465416E-1,1.464600563E-1
4.490992997E2,4.577608109E-1,-3.542776108E-1,-2.200016975E-1
4.491191888E2,4.770636559E-1,-3.169233799E-1,-5.310783386E-1
4.491390773E2,3.069314957E-1,-2.757393122E-1,-6.765198708E-1
4.491589488E2,3.333702087E-1,-3.844987154E-1,-8.685479164E-1
4.491788565E2,1.801409721E-1,-4.783616066E-1,-4.833712578E-1
4.491987485E2,1.054372787E-1,-4.882781506E-1,1.703548431E-2
4.492186349E2,1.032629013E-1,-3.756763935E-1,1.115632057E-1
4.492385240E2,6.040191650E-2,-2.132223845E-1,8.554601669E-2
4.492583976E2,-1.991310120E-1,8.462607861E-2,1.686558723E-1
4.492782873E2,-3.120965958E-1,2.846605778E-1,4.357433319E-2
4.492981817E2,-2.930850983E-1,4.451916218E-1,-1.403884888E-1
4.493180885E2,-3.333048820E-1,5.469079018E-1,-3.629779816E-2
4.493379698E2,-1.818718910E-1,4.544478655E-1,-5.056047440E-2
4.493578593E2,1.740932465E-2,2.676219940E-1,-1.019678116E-1
4.493777483E2,2.941412926E-1,1.098012924E-2,-9.062623978E-2
4.493976367E2,4.911375046E-1,-2.285072803E-1,8.892059326E-3
4.494175333E2,4.155044556E-1,-2.698098421E-1,1.489672661E-1
4.494374147E2,2.008619308E-1,-2.849032879E-1,1.025943756E-1
4.494573030E2,-1.821422577E-2,-3.336327076E-1,-8.657550812E-2
4.494771928E2,-8.739614487E-2,-4.305745363E-1,-3.180460930E-1
4.494970826E2,-1.776237488E-1,-3.851161003E-1,-3.144302368E-1
4.495169572E2,-4.481639862E-1,-1.984560490E-2,-7.677412033E-2
4.495368618E2,-6.635642052E-1,2.157298326E-1,4.709725380E-1
4.495567510E2,-7.628855705E-1,3.628188372E-1,1.385956764E0
4.495766403E2,-3.794021606E-1,6.561660767E-2,1.506765366E0
4.495965283E2,3.960876465E-1,-4.195536375E-1,1.305862904E0
4.496164186E2,1.175127983E0,-7.485048175E-1,5.964694023E-1
4.496363078E2,1.302287102E0,-5.686485767E-1,-3.511180878E-1
4.496561969E2,1.125608921E0,-3.561472893E-1,-1.429882526E0
4.496760864E2,7.213830948E-1,-6.028151512E-2,-2.351309776E0
4.496959753E2,1.509752274E-1,2.713104486E-1,-2.323547840E0
4.497158645E2,-4.000682831E-1,5.215466022E-1,-1.586819649E0
4.497357385E2,-6.767072678E-1,5.987834930E-1,-5.659055710E-1
4.497556430E2,-7.736701965E-1,5.324302912E-1,4.782629013E-1
4.497755322E2,-7.238693237E-1,5.196834803E-1,1.227129459E0
4.497954211E2,-5.378446579E-1,3.426434994E-1,1.416786194E0
4.498153105E2,-3.304843903E-1,2.125307322E-1,1.307913780E0
4.498351997E2,-2.061071396E-1,1.916028261E-1,1.067614555E0
4.498550879E2,-1.716518402E-2,6.321024895E-2,4.759011269E-1
4.498749780E2,1.419944763E-1,-1.122081280E-2,1.659307480E-1
4.498948669E2,2.890253067E-1,-1.378399134E-1,-2.935361862E-2
4.499147563E2,4.025397301E-1,-1.677246094E-1,-4.913935661E-1
4.499346456E2,5.387616158E-1,-2.885444164E-1,-9.745941162E-1
4.499545346E2,4.212317467E-1,-3.849513531E-1,-1.231796741E0
4.499744241E2,1.006460190E-2,-3.160179853E-1,-8.535108566E-1
4.499943130E2,-3.199305534E-1,-1.608804464E-1,-2.602829933E-1
4.500142022E2,-3.646759987E-1,-1.113626957E-1,-2.021675110E-1
4.500340914E2,-3.535938263E-1,1.867008209E-2,-5.702304840E-2
4.500539809E2,-4.339523315E-1,2.331156731E-1,3.593745232E-1
4.500738699E2,-5.864429474E-1,3.917201757E-1,7.324209213E-1
4.500937443E2,-5.197210312E-1,4.039165974E-1,1.003299713E0
4.501136483E2,-2.307572365E-1,2.732489109E-1,9.395546913E-1
4.501335375E2,5.838060379E-2,1.171206236E-1,2.493834496E-1
4.501534266E2,1.340003014E-1,3.415060043E-2,-6.142997742E-2
4.501733144E2,2.709021568E-1,-1.415262222E-1,-1.565093994E-1
4.501932051E2,4.226374626E-1,-2.495096922E-1,-6.444244385E-1
4.502130935E2,3.361926079E-1,-2.392054796E-1,-8.741297722E-1
4.502329833E2,7.078170776E-2,-1.701452732E-1,-5.377535820E-1
4.502528723E2,-1.342053413E-1,-1.257311106E-1,-7.657098770E-2
4.502727618E2,2.360725403E-2,-2.477650642E-1,1.108870506E-1
4.502926501E2,2.321910858E-1,-3.462773561E-1,4.519815445E-1
4.503125388E2,3.586335182E-1,-3.000297546E-1,6.262917519E-1
4.503324278E2,4.063148499E-1,-1.668025255E-1,3.758754730E-1
4.503523172E2,4.304637909E-1,-4.033076763E-2,1.806783676E-1
4.503722061E2,4.702563286E-1,-9.246730804E-2,3.858518600E-2
4.503920955E2,5.238552094E-1,-1.734496355E-1,-1.983814240E-1
4.504119860E2,3.411512375E-1,-1.139713526E-1,-5.307207108E-1
4.504318753E2,2.092709541E-1,-3.870928288E-2,-6.919851303E-1
4.504517645E2,1.051559448E-1,4.362523556E-2,-5.753149986E-1
4.504716444E2,7.412004471E-2,1.168216467E-1,-3.594818115E-1
4.504915413E2,-1.174082756E-1,2.132250071E-1,2.675294876E-2
4.505114320E2,-4.708285332E-1,3.235291243E-1,3.681759834E-1
4.505313210E2,-7.879996300E-1,3.493907452E-1,3.866081238E-1
4.505512102E2,-9.381437302E-1,3.866208792E-1,2.379770279E-1
4.505710846E2,-7.962546349E-1,3.037292957E-1,-5.601358414E-2
4.505909888E2,-6.715917587E-1,4.336241484E-1,-1.692962646E-2
4.506108782E2,-4.807829857E-1,4.608513117E-1,2.900881767E-1
4.506307672E2,-4.918050766E-2,2.955795527E-1,2.703509331E-1
4.506506562E2,2.113385201E-1,1.544790268E-1,1.965231895E-1
4.506705455E2,2.397761345E-1,1.414201260E-1,9.748601913E-2
4.506904347E2,2.032594681E-1,1.366533041E-1,1.685934067E-1
4.507103238E2,1.971540451E-1,-1.396250725E-2,1.070828438E-1
4.507302131E2,1.928081512E-1,-2.847733498E-1,-6.263113022E-2
4.507501009E2,2.578625679E-1,-5.805982351E-1,-3.992071152E-1
4.507699914E2,2.643966675E-1,-7.634875774E-1,-6.442208290E-1
4.507898805E2,8.950328827E-2,-6.966157556E-1,-5.956621170E-1
4.508097696E2,3.702116013E-2,-5.476205945E-1,-3.536100388E-1
4.508296589E2,1.865429878E-1,-3.608548641E-1,5.265617371E-2
4.508495481E2,1.081852913E-1,-7.271766663E-5,5.578923225E-1
4.508694374E2,-1.112461090E-2,2.743417025E-1,1.001978874E0
4.508893265E2,-1.447052956E-1,4.052425623E-1,9.908084869E-1
4.509092157E2,-3.421211243E-1,5.089741945E-1,6.713290215E-1
4.509290995E2,-3.771710396E-1,4.704504013E-1,2.640972137E-1
4.509489944E2,-2.588200569E-1,2.517815828E-1,-3.851256371E-1
4.509688832E2,-2.820014954E-3,-2.525591850E-2,-8.046584129E-1
4.509887725E2,1.233139038E-1,-1.017419100E-1,-9.402613640E-1
4.510086616E2,-2.179622650E-3,4.080426693E-2,-7.564740181E-1
4.510285357E2,-1.252207756E-1,1.416677237E-1,-4.700164795E-1
4.510484268E2,1.135063171E-2,1.237671375E-1,-3.993458748E-1
4.510683137E2,2.566704750E-1,4.862797260E-2,-9.884595871E-2
4.510882029E2,1.808166504E-1,7.836222649E-2,1.758117676E-1
4.511080971E2,-2.488818169E-1,2.902293205E-1,3.572216034E-1
4.511279977E2,-3.875017166E-1,2.529108524E-1,3.383808136E-1
4.511478705E2,-3.066987991E-1,-5.778944492E-2,4.224138260E-1
4.511677751E2,-2.478904724E-1,-9.620517492E-2,3.558373451E-1
4.511876640E2,-4.090995789E-1,3.304386139E-2,3.467073441E-1
4.512075523E2,-2.869143486E-1,-1.415950060E-1,5.112948418E-1
4.512274416E2,-5.568313599E-2,-2.672579288E-1,9.126472473E-2
4.512473305E2,1.393561363E-1,-2.671849132E-1,-2.495288849E-2
4.512672199E2,2.280778885E-1,-3.230756521E-1,-9.495735168E-3
4.512871031E2,1.115999222E-1,-2.917472720E-1,7.447767258E-2
4.513069840E2,1.715841293E-1,-2.939937711E-1,-2.688517570E-1
4.513268890E2,5.577044487E-1,-3.254215717E-1,-5.019621849E-1
4.513467781E2,5.394492149E-1,-2.235918045E-1,-4.440107346E-1
4.513666672E2,1.591715813E-1,1.466422081E-1,-3.321757317E-1
4.513865563E2,-2.725772858E-1,4.365673065E-1,-1.619148254E-1
4.514064457E2,-2.851309776E-1,4.503774643E-1,-1.750850677E-2
4.514263347E2,1.588945389E-1,3.256410360E-1,1.922106743E-1
4.514462238E2,4.178066254E-1,1.833109856E-1,4.802417755E-1
4.514661133E2,3.547506332E-1,1.908689737E-2,5.875434875E-1
4.514860031E2,4.382286072E-1,-1.447084546E-1,4.110751152E-1
4.515058916E2,5.366711617E-1,-2.808640003E-1,2.546739578E-2
4.515257806E2,3.438692093E-1,-2.827636003E-1,-8.043622971E-2
4.515456698E2,-8.972549438E-2,-2.304605246E-1,1.118888855E-1
4.515655525E2,-1.409902573E-1,-3.426155448E-1,7.902956009E-2
4.515854482E2,1.636185646E-1,-5.047240257E-1,-4.030179977E-2
4.516053375E2,3.333578110E-1,-5.024728775E-1,-1.168255806E-1
4.516252165E2,3.246560097E-1,-4.124587178E-1,-1.436667442E-1
4.516451145E2,2.605466843E-1,-1.718049645E-1,-7.217645645E-2
4.516650062E2,2.016453743E-1,4.635930061E-2,5.837249756E-2
4.516848944E2,9.265613556E-2,2.461152077E-1,3.674874306E-1
4.517047836E2,-1.580920219E-1,4.349232316E-1,2.834625244E-1
4.517246725E2,-1.563448906E-1,4.518572688E-1,2.401738167E-1
4.517445617E2,-2.266387939E-1,3.676532507E-1,4.827103615E-1
4.517644510E2,-2.137570381E-1,2.402943969E-1,6.567258835E-1
4.517843405E2,-1.562356949E-1,1.046477556E-1,4.502153397E-1
4.518042297E2,-2.469468117E-1,-2.712810040E-2,3.483200073E-2
4.518241186E2,-3.310074806E-1,-1.666324139E-1,-7.380661964E-1
4.518440095E2,-4.914550781E-1,-2.491222620E-1,-1.295887947E0
4.518638973E2,-3.403687477E-1,-4.940075874E-1,-1.603409290E0
4.518837863E2,-1.188354492E-1,-5.444943905E-1,-1.512115002E0
4.519036754E2,-2.175688744E-1,-3.136988282E-1,-9.428706169E-1
4.519235498E2,-2.821397781E-1,6.270241737E-2,-4.303445816E-1
4.519434539E2,-3.391976357E-1,3.700637817E-1,-6.857442856E-2
4.519633416E2,-5.044350624E-1,5.750596523E-1,5.237274170E-1
4.519832324E2,-6.862211227E-1,6.645643115E-1,1.182067394E0
4.520031224E2,-6.914000511E-1,7.147963643E-1,1.283305645E0
