Time (s),amplitude,frequency
0.64,18.07181,93.75
0.6506666666666666,19.022575,46.875
0.6613333333333333,12.643673,46.875
0.672,7.0225806,46.875
0.6826666666666666,2.581805,46.875
0.6933333333333334,1.97637,46.875
0.704,1.2782074,46.875
0.7146666666666667,2.0756893,93.75
0.7253333333333334,2.1169045,93.75
0.736,1.9603522,187.5
0.7466666666666667,2.2581375,93.75
0.7573333333333333,0.32915992,281.25
0.768,0.098387495,187.5
0.7786666666666666,0.030786255,140.625
0.7893333333333333,0.14473896,140.625
0.8,0.5767679,281.25
0.8106666666666666,0.80055803,281.25
0.8213333333333334,1.036997,140.625
0.832,1.5587265,187.5
0.8426666666666667,1.6319189,93.75
0.8533333333333334,2.1074324,93.75
0.864,2.3804705,609.375
0.8746666666666667,1.9985521,609.375
0.8853333333333333,1.9991612,281.25
0.896,2.0161083,93.75
0.9066666666666666,2.7680666,93.75
0.9173333333333333,2.7038348,234.375
0.928,3.5593472,468.75
0.9386666666666666,2.222488,421.875
0.9493333333333334,1.7914023,421.875
0.96,2.1299834,609.375
0.9706666666666667,2.6135988,328.125
0.9813333333333333,2.8456168,468.75
0.992,2.991633,187.5
1.0026666666666666,3.0233257,140.625
1.0133333333333334,4.0558553,468.75
1.024,2.9351137,187.5
1.0346666666666666,3.4125185,140.625
1.0453333333333332,3.0804236,187.5
1.056,3.6304572,328.125
1.0666666666666667,2.3693628,328.125
1.0773333333333333,2.7743547,93.75
1.088,2.9991903,93.75
1.0986666666666667,4.0413284,281.25
1.1093333333333333,2.4190903,328.125
1.12,2.4705758,93.75
1.1306666666666667,1.7817125,281.25
1.1413333333333333,1.7809901,750.0
1.152,1.6367289,187.5
1.1626666666666667,2.3626578,187.5
1.1733333333333333,2.4092963,234.375
1.184,2.0187378,328.125
1.1946666666666668,4.224159,187.5
1.2053333333333334,2.0703902,187.5
1.216,3.334414,328.125
1.2266666666666666,2.5429835,93.75
1.2373333333333334,3.4872158,187.5
1.248,3.363779,93.75
1.2586666666666666,2.7101107,93.75
1.2693333333333334,2.5108523,515.625
1.28,1.9034936,281.25
1.2906666666666666,3.540167,562.5
1.3013333333333332,3.9812613,93.75
1.312,5.290779,93.75
1.3226666666666667,2.1289384,140.625
1.3333333333333333,2.8574758,93.75
1.344,2.0165346,187.5
1.3546666666666667,4.726606,93.75
1.3653333333333333,2.2574787,234.375
1.376,2.5940654,281.25
1.3866666666666667,3.4435842,281.25
1.3973333333333333,2.358998,281.25
1.408,2.544864,93.75
1.4186666666666667,2.120423,515.625
1.4293333333333333,1.9280099,703.125
1.44,2.413587,328.125
1.4506666666666668,2.056379,93.75
1.4613333333333334,1.2493889,750.0
1.472,2.3535929,140.625
1.4826666666666666,1.9500291,656.25
1.4933333333333334,2.770946,515.625
1.504,2.2904737,562.5
1.5146666666666666,1.9892876,656.25
1.5253333333333334,2.3539498,656.25
1.536,3.0177479,93.75
1.5466666666666666,1.5848074,468.75
1.5573333333333332,2.433533,140.625
1.568,2.6181304,468.75
1.5786666666666667,2.5882096,656.25
1.5893333333333333,4.733027,421.875
1.6,2.4581006,375.0
1.6106666666666667,2.7412236,93.75
1.6213333333333333,3.5898383,656.25
1.632,3.3909988,187.5
1.6426666666666667,2.7821207,328.125
1.6533333333333333,4.9170146,93.75
1.664,1.9573523,93.75
1.6746666666666667,1.9365387,656.25
1.6853333333333333,2.8213103,93.75
1.696,3.2631257,93.75
1.7066666666666668,3.1400483,187.5
1.7173333333333334,2.311228,140.625
1.728,2.7351544,93.75
1.7386666666666666,2.3681986,328.125
1.7493333333333334,1.8776438,281.25
1.76,1.5545943,234.375
1.7706666666666666,1.9865643,234.375
1.7813333333333334,2.0999327,515.625
1.792,2.8845174,234.375
1.8026666666666666,2.436086,46.875
1.8133333333333332,2.8023748,375.0
1.824,4.3323164,93.75
1.8346666666666667,3.0889595,93.75
1.8453333333333333,2.6527665,93.75
1.856,2.5912678,140.625
1.8666666666666667,4.4771347,234.375
1.8773333333333333,3.716628,375.0
1.888,4.3651876,234.375
1.8986666666666667,3.4031913,515.625
1.9093333333333333,4.5767407,468.75
1.92,5.9629083,515.625
1.9306666666666668,4.91701,515.625
1.9413333333333334,3.5958178,750.0
1.952,6.314016,93.75
1.9626666666666666,5.321455,93.75
1.9733333333333334,2.965629,1406.25
1.984,4.0666704,656.25
1.9946666666666666,3.2633793,234.375
2.005333333333333,2.8024738,562.5
2.016,3.254676,1218.75
2.026666666666667,3.9368124,656.25
2.037333333333333,3.747115,375.0
2.048,4.5369205,703.125
2.058666666666667,5.766204,703.125
2.0693333333333332,5.227698,656.25
2.08,2.634651,1171.875
2.0906666666666665,3.8289247,93.75
2.1013333333333333,3.6280413,703.125
2.112,3.793632,703.125
2.1226666666666665,3.7791793,93.75
2.1333333333333333,3.4322248,140.625
2.144,2.2098305,1171.875
2.1546666666666665,2.8715427,1171.875
2.1653333333333333,3.8023517,703.125
2.176,3.0883725,609.375
2.1866666666666665,2.789764,187.5
2.1973333333333334,3.9489357,656.25
2.208,3.5246027,656.25
2.2186666666666666,2.9999006,656.25
2.2293333333333334,2.4424317,703.125
2.24,2.8329072,93.75
2.2506666666666666,3.9672513,93.75
2.2613333333333334,2.2096422,234.375
2.272,3.6008508,93.75
2.2826666666666666,2.2980115,421.875
2.2933333333333334,2.4089136,46.875
2.304,4.7334027,46.875
2.3146666666666667,5.2898884,46.875
2.3253333333333335,11.388223,656.25
2.336,10.928467,656.25
2.3466666666666667,8.458492,656.25
2.3573333333333335,6.8742614,703.125
2.368,6.873042,656.25
2.3786666666666667,6.1835837,703.125
2.3893333333333335,12.786548,656.25
2.4,6.6059523,656.25
2.4106666666666667,12.403126,656.25
2.421333333333333,9.429503,656.25
2.432,22.048496,656.25
2.4426666666666668,7.7956862,609.375
2.453333333333333,23.467262,609.375
2.464,29.821442,703.125
2.474666666666667,31.008778,656.25
2.485333333333333,35.195854,656.25
2.496,20.547216,656.25
2.506666666666667,10.600981,656.25
2.517333333333333,6.518575,375.0
2.528,2.8262713,421.875
2.538666666666667,5.691906,562.5
2.5493333333333332,7.185076,796.875
2.56,4.250194,750.0
2.570666666666667,3.1665742,375.0
2.5813333333333333,3.4849675,328.125
2.592,2.0063503,562.5
2.6026666666666665,2.0623024,890.625
2.6133333333333333,2.0940359,703.125
2.624,2.7777793,375.0
2.6346666666666665,3.4389873,328.125
2.6453333333333333,4.5991955,46.875
2.656,3.894555,187.5
2.6666666666666665,3.7603757,375.0
2.6773333333333333,3.4835176,328.125
2.688,2.9937127,187.5
2.6986666666666665,4.746787,93.75
2.7093333333333334,9.869041,703.125
2.72,7.479861,46.875
2.7306666666666666,6.312825,46.875
2.7413333333333334,2.2183142,46.875
2.752,1.6765301,234.375
2.7626666666666666,3.3960724,843.75
2.7733333333333334,6.956633,656.25
2.784,6.7514668,656.25
2.7946666666666666,6.003262,140.625
2.8053333333333335,6.9055524,93.75
2.816,4.5729823,140.625
2.8266666666666667,58.33144,187.5
2.8373333333333335,67.8182,93.75
2.848,94.17066,140.625
2.8586666666666667,73.81221,46.875
2.8693333333333335,100.858055,93.75
2.88,33.241936,140.625
2.8906666666666667,9.879165,140.625
2.9013333333333335,5.379022,2437.5
2.912,5.1964464,46.875
2.9226666666666667,3.6401756,46.875
2.933333333333333,3.4563327,375.0
2.944,2.8289833,703.125
2.9546666666666668,3.7481763,187.5
2.965333333333333,2.3604758,93.75
2.976,3.3411083,609.375
2.986666666666667,2.6013947,93.75
2.997333333333333,3.4989839,328.125
3.008,5.4604735,750.0
3.018666666666667,56.169415,234.375
3.029333333333333,13.9576435,187.5
3.04,14.038142,421.875
3.050666666666667,6.178533,140.625
3.0613333333333332,62.733463,140.625
3.072,112.83638,93.75
3.082666666666667,76.874916,140.625
3.0933333333333333,22.215181,93.75
3.104,13.871494,140.625
3.1146666666666665,7.2198887,187.5
3.1253333333333333,5.4079027,187.5
3.136,3.7460299,140.625
3.1466666666666665,7.4437237,187.5
3.1573333333333333,2.482179,234.375
3.168,2.2401981,421.875
3.1786666666666665,2.5539172,234.375
3.1893333333333334,3.0028918,281.25
3.2,1.8245677,468.75
3.2106666666666666,1.3483857,890.625
3.2213333333333334,1.5031952,281.25
3.232,3.5431433,656.25
3.2426666666666666,2.77939,421.875
3.2533333333333334,2.3542342,46.875
3.264,2.2104552,937.5
3.2746666666666666,3.2766101,375.0
3.2853333333333334,2.569608,890.625
3.296,3.2038565,890.625
3.3066666666666666,3.2527556,187.5
3.3173333333333335,3.8712842,140.625
3.328,2.2380247,890.625
3.3386666666666667,2.4382973,187.5
3.3493333333333335,2.2290704,93.75
3.36,3.1721866,375.0
3.3706666666666667,2.0080912,93.75
3.3813333333333335,5.4398184,187.5
3.392,10.378356,187.5
3.4026666666666667,14.726483,187.5
3.4133333333333336,13.244557,187.5
3.424,15.157819,187.5
3.4346666666666668,14.312869,187.5
3.445333333333333,7.4953575,140.625
3.456,8.012012,187.5
3.466666666666667,7.0379043,187.5
3.477333333333333,9.0990925,140.625
3.488,8.314615,140.625
3.498666666666667,6.3325605,140.625
3.509333333333333,8.329877,140.625
3.52,10.053611,140.625
3.530666666666667,8.764212,140.625
3.541333333333333,7.2056556,1031.25
3.552,4.099046,140.625
3.562666666666667,6.007073,140.625
3.5733333333333333,3.1464303,140.625
3.584,4.7959247,140.625
3.5946666666666665,4.944736,140.625
3.6053333333333333,5.222722,93.75
3.616,2.938205,1828.125
3.6266666666666665,2.9311297,656.25
3.6373333333333333,3.2542064,187.5
3.648,3.1881588,93.75
3.6586666666666665,3.4899955,140.625
3.6693333333333333,3.7812257,93.75
3.68,3.3314853,234.375
3.6906666666666665,3.906178,1687.5
3.7013333333333334,3.267464,1687.5
3.712,3.3539524,93.75
3.7226666666666666,3.0846577,703.125
3.7333333333333334,2.9358437,1875.0
3.744,6.336345,187.5
3.7546666666666666,3.421434,703.125
3.7653333333333334,3.995333,46.875
3.776,5.9810085,46.875
3.7866666666666666,4.6668253,46.875
3.7973333333333334,3.8523793,234.375
3.808,3.0010016,46.875
3.8186666666666667,2.174119,609.375
3.8293333333333335,1.7019273,421.875
3.84,2.285914,703.125
3.8506666666666667,3.3654916,93.75
3.8613333333333335,2.6035774,609.375
3.872,3.4098535,656.25
3.8826666666666667,2.6089618,609.375
3.8933333333333335,2.3135812,421.875
3.904,2.700531,234.375
3.9146666666666667,2.3358462,515.625
3.925333333333333,2.676283,93.75
3.936,1.5850685,796.875
3.9466666666666668,3.7396164,234.375
3.957333333333333,4.245458,187.5
3.968,4.449513,187.5
3.978666666666667,2.0466552,187.5
3.989333333333333,2.766526,609.375
4.0,3.6056032,93.75
4.010666666666666,3.447879,375.0
4.021333333333334,5.607016,140.625
4.032,3.1872814,281.25
4.042666666666666,3.3960752,421.875
4.053333333333334,4.6776786,187.5
4.064,4.0343943,93.75
4.074666666666666,2.500881,421.875
4.085333333333334,1.8373095,468.75
4.096,2.9901884,421.875
4.1066666666666665,2.5130603,187.5
4.117333333333334,1.8143603,93.75
4.128,3.7569683,93.75
4.1386666666666665,2.2111752,421.875
4.149333333333334,3.0852485,281.25
4.16,2.8343735,46.875
4.1706666666666665,2.2312675,281.25
4.181333333333333,2.2357378,187.5
4.192,3.4254384,421.875
4.2026666666666666,1.99023,93.75
4.213333333333333,4.720481,93.75
4.224,2.728459,93.75
4.234666666666667,3.0026436,93.75
4.245333333333333,2.2955973,421.875
4.256,2.0293388,187.5
4.266666666666667,3.2972188,281.25
4.277333333333333,3.4141665,281.25
4.288,2.4268458,421.875
4.298666666666667,3.3863707,93.75
4.309333333333333,2.453373,46.875
4.32,2.6681495,46.875
4.330666666666667,2.6915615,421.875
4.341333333333333,2.6983287,46.875
4.352,3.3213425,93.75
4.362666666666667,4.523016,421.875
4.373333333333333,6.6356416,421.875
4.384,3.6703932,421.875
4.394666666666667,2.8556607,421.875
4.405333333333333,4.6034093,421.875
4.416,5.8760357,421.875
4.426666666666667,4.4438343,421.875
4.437333333333333,3.084893,421.875
4.448,2.7113414,375.0
4.458666666666667,2.9693663,234.375
4.469333333333333,4.538996,46.875
4.48,4.1366096,46.875
4.490666666666667,13.240133,93.75
4.501333333333333,11.44902,93.75
4.512,5.5851507,46.875
4.522666666666667,5.09029,328.125
4.533333333333333,3.706333,93.75
4.544,4.3053718,328.125
4.554666666666667,5.0342965,375.0
4.565333333333333,4.2202682,46.875
4.576,3.2648056,93.75
4.586666666666667,2.4084067,281.25
4.597333333333333,2.7902415,515.625
4.608,2.847651,281.25
4.618666666666667,4.2017536,281.25
4.629333333333333,2.7548401,93.75
4.64,3.5565448,93.75
4.650666666666667,3.5221093,281.25
4.661333333333333,3.6549547,93.75
4.672,4.5306015,46.875
4.682666666666667,3.7656932,375.0
4.693333333333333,3.4611092,375.0
4.704,1.8237215,468.75
4.714666666666667,2.911998,93.75
4.725333333333333,2.2277677,46.875
4.736,3.1659071,93.75
4.746666666666667,1.575155,93.75
4.757333333333333,2.5352943,93.75
4.768,2.0714488,328.125
4.778666666666667,2.3246949,46.875
4.789333333333333,3.5038297,281.25
4.8,3.5708263,468.75
4.810666666666667,2.981221,468.75
4.8213333333333335,2.3073783,140.625
4.832,2.1292422,281.25
4.842666666666666,2.3898437,234.375
4.8533333333333335,3.6716921,562.5
4.864,4.117545,562.5
4.874666666666666,4.9573355,93.75
4.8853333333333335,4.1937275,93.75
4.896,3.395125,515.625
4.906666666666666,3.6239474,562.5
4.917333333333334,4.4988966,281.25
4.928,4.6044226,281.25
4.938666666666666,2.4066236,281.25
4.949333333333334,1.5923599,562.5
4.96,1.2746254,93.75
4.970666666666666,3.519986,46.875
4.981333333333334,4.260219,93.75
4.992,4.4903817,562.5
5.002666666666666,6.3868895,46.875
5.013333333333334,4.153453,281.25
5.024,5.076141,281.25
5.034666666666666,5.3072596,890.625
5.045333333333334,7.7722273,93.75
5.056,7.874772,93.75
5.066666666666666,7.905244,93.75
5.077333333333334,4.4059196,375.0
5.088,5.9630737,13218.75
5.0986666666666665,8.024774,281.25
5.109333333333334,15.648612,234.375
5.12,19.013052,234.375
5.1306666666666665,35.60691,234.375
5.141333333333334,63.91464,93.75
5.152,68.547485,234.375
5.1626666666666665,71.66499,93.75
5.173333333333333,67.77074,140.625
5.184,32.219013,93.75
5.1946666666666665,18.876463,46.875
5.205333333333333,9.007184,93.75
5.216,5.3622723,93.75
5.226666666666667,5.548901,93.75
5.237333333333333,3.1603029,46.875
5.248,4.19529,750.0
5.258666666666667,4.128547,562.5
5.269333333333333,4.8212543,93.75
5.28,6.5011907,93.75
5.290666666666667,4.30621,93.75
5.301333333333333,4.441235,93.75
5.312,3.0515192,1734.375
5.322666666666667,5.71133,93.75
5.333333333333333,3.398846,93.75
5.344,2.9095995,421.875
5.354666666666667,2.6219344,93.75
5.365333333333333,2.644216,140.625
5.376,2.6397054,421.875
5.386666666666667,2.9651518,46.875
5.397333333333333,3.4102404,281.25
5.408,2.5506544,187.5
5.418666666666667,2.0368853,93.75
5.429333333333333,2.0667944,328.125
5.44,2.289782,93.75
5.450666666666667,2.1346598,234.375
5.461333333333333,1.5793043,140.625
5.472,2.4768488,281.25
5.482666666666667,3.3459616,281.25
5.493333333333333,3.784502,46.875
5.504,2.7441375,421.875
5.514666666666667,3.2908502,421.875
5.525333333333333,5.0735335,93.75
5.536,4.233191,93.75
5.546666666666667,4.6221867,46.875
5.557333333333333,3.8569727,421.875
5.568,5.10688,93.75
5.578666666666667,2.8601916,421.875
5.589333333333333,2.9091277,515.625
5.6,3.6975436,281.25
5.610666666666667,2.558661,93.75
5.621333333333333,3.728965,515.625
5.632,3.5514822,515.625
5.642666666666667,2.7625844,468.75
5.653333333333333,3.332404,281.25
5.664,2.65676,140.625
5.674666666666667,2.9155548,93.75
5.685333333333333,4.221355,46.875
5.696,6.2102156,93.75
5.706666666666667,2.5900903,421.875
5.717333333333333,3.1300125,93.75
5.728,2.3142955,46.875
5.738666666666667,2.6036072,421.875
5.749333333333333,2.4176369,234.375
5.76,3.696755,93.75
5.770666666666667,3.446723,93.75
5.781333333333333,4.1942945,281.25
5.792,2.9283206,468.75
5.802666666666667,3.7937224,93.75
5.8133333333333335,3.2386003,3515.625
5.824,3.631423,4875.0
5.834666666666666,3.9511864,5343.75
5.8453333333333335,3.2606447,4781.25
5.856,4.78499,93.75
5.866666666666666,4.1636386,46.875
5.8773333333333335,2.3987954,140.625
5.888,2.8795693,421.875
5.898666666666666,3.4623382,328.125
5.9093333333333335,2.6621163,46.875
5.92,3.3129015,140.625
5.930666666666666,2.9046645,187.5
5.941333333333334,3.0398335,93.75
5.952,2.3825972,281.25
5.962666666666666,3.5026374,93.75
5.973333333333334,3.40058,93.75
5.984,3.7751188,93.75
5.994666666666666,2.3845005,421.875
6.005333333333334,4.0802164,46.875
6.016,2.9899166,46.875
6.026666666666666,4.0047975,93.75
6.037333333333334,3.7249253,46.875
6.048,3.8303719,46.875
6.058666666666666,1.7700208,140.625
6.069333333333334,2.0788188,187.5
6.08,2.8851647,140.625
6.0906666666666665,2.3992827,140.625
6.101333333333334,2.159318,281.25
6.112,2.3425708,187.5
6.1226666666666665,3.7422328,468.75
6.133333333333334,3.7930045,93.75
6.144,3.218855,140.625
6.1546666666666665,2.0315876,93.75
6.165333333333334,1.9925088,46.875
6.176,2.394089,46.875
6.1866666666666665,4.127829,46.875
6.197333333333333,4.2507505,93.75
6.208,3.5237737,93.75
6.218666666666667,3.1199064,46.875
6.229333333333333,5.5373864,93.75
6.24,2.9556482,328.125
6.250666666666667,3.8046322,93.75
6.261333333333333,3.577784,46.875
6.272,4.8120804,46.875
6.282666666666667,4.661155,46.875
6.293333333333333,2.7143178,140.625
6.304,3.0964093,93.75
6.314666666666667,4.0845327,93.75
6.325333333333333,2.444902,46.875
6.336,3.290396,234.375
6.346666666666667,2.2351675,234.375
6.357333333333333,2.274457,281.25
6.368,3.8902943,93.75
6.378666666666667,1.4209367,187.5
6.389333333333333,1.5870764,515.625
6.4,1.1997246,468.75
6.410666666666667,4.065403,140.625
6.421333333333333,1.9746577,93.75
6.432,2.92839,46.875
6.442666666666667,2.4656475,46.875
6.453333333333333,1.3539176,796.875
6.464,1.3832976,468.75
6.474666666666667,1.5159283,281.25
6.485333333333333,1.7611008,281.25
6.496,2.3944564,93.75
6.506666666666667,3.220305,234.375
6.517333333333333,2.5465944,46.875
6.528,2.368064,93.75
6.538666666666667,2.319572,140.625
6.549333333333333,2.3141499,46.875
6.56,2.051226,328.125
6.570666666666667,1.3786377,468.75
6.581333333333333,2.2138128,46.875
6.592,4.4093823,93.75
6.602666666666667,2.4833663,140.625
6.613333333333333,2.5727813,93.75
6.624,1.9371476,656.25
6.634666666666667,4.393252,93.75
6.645333333333333,2.7033024,93.75
6.656,1.5354083,93.75
6.666666666666667,2.5118682,93.75
6.677333333333333,3.7046032,93.75
6.688,2.4937346,281.25
6.698666666666667,3.3165436,93.75
6.709333333333333,1.8649089,421.875
6.72,1.1475027,421.875
6.730666666666667,1.3882285,281.25
6.741333333333333,1.7981814,234.375
6.752,2.2947536,187.5
6.762666666666667,2.6510282,140.625
6.773333333333333,2.7685428,281.25
6.784,2.3558118,140.625
6.794666666666667,2.7704802,140.625
6.8053333333333335,3.7363913,281.25
6.816,3.1058412,281.25
6.826666666666667,2.1818237,187.5
6.8373333333333335,2.0659506,234.375
6.848,3.5814636,93.75
6.858666666666666,6.75576,93.75
6.8693333333333335,4.3571606,46.875
6.88,5.597852,46.875
6.890666666666666,9.556369,46.875
6.9013333333333335,11.826762,93.75
6.912,4.105116,46.875
6.922666666666666,3.9684725,46.875
6.933333333333334,5.095262,93.75
6.944,3.7230928,46.875
6.954666666666666,7.7901893,93.75
6.965333333333334,5.895637,93.75
6.976,3.7133615,234.375
6.986666666666666,5.2153673,93.75
6.997333333333334,5.2914214,93.75
7.008,4.1438494,93.75
7.018666666666666,2.7720313,328.125
7.029333333333334,6.6150846,93.75
7.04,3.8970778,46.875
7.050666666666666,1.5699371,1687.5
7.061333333333334,2.614404,93.75
7.072,5.440191,46.875
7.082666666666666,8.619666,93.75
7.093333333333334,9.69194,46.875
7.104,9.915653,46.875
7.1146666666666665,7.046291,46.875
7.125333333333334,6.4878097,46.875
7.136,5.260957,93.75
7.1466666666666665,4.4525247,46.875
7.157333333333334,8.51567,93.75
7.168,6.8336034,46.875
7.1786666666666665,4.1661377,46.875
7.189333333333333,3.409344,46.875
7.2,5.586756,93.75
7.210666666666667,5.2774997,46.875
7.221333333333333,10.218658,93.75
7.232,8.379258,46.875
7.242666666666667,7.195637,93.75
7.253333333333333,6.041722,93.75
7.264,2.2881243,281.25
7.274666666666667,2.4320118,93.75
7.285333333333333,3.7740524,46.875
7.296,4.7352943,281.25
7.306666666666667,4.510929,46.875
7.317333333333333,6.1003485,46.875
7.328,6.185341,140.625
7.338666666666667,5.3696647,140.625
7.349333333333333,4.017646,93.75
7.36,3.9404922,140.625
7.370666666666667,6.3051686,46.875
7.381333333333333,9.127533,46.875
7.392,8.870564,46.875
7.402666666666667,5.009381,140.625
7.413333333333333,8.7002125,328.125
7.424,8.2844,328.125
7.434666666666667,4.7616644,328.125
7.445333333333333,5.1636734,93.75
7.456,7.148158,328.125
7.466666666666667,6.7702394,328.125
7.477333333333333,7.096888,328.125
7.488,4.6550136,46.875
7.498666666666667,3.742897,46.875
7.509333333333333,3.4431932,328.125
7.52,3.5946229,328.125
7.530666666666667,2.3151405,93.75
7.541333333333333,3.9801476,328.125
7.552,5.346526,328.125
7.562666666666667,3.3629332,93.75
7.573333333333333,2.9443915,93.75
7.584,4.070569,46.875
7.594666666666667,5.7764053,93.75
7.605333333333333,4.640179,46.875
7.616,5.4627023,46.875
7.626666666666667,3.1728969,46.875
7.637333333333333,2.433049,281.25
7.648,1.8711219,609.375
7.658666666666667,1.4519814,375.0
7.669333333333333,2.3789446,281.25
7.68,3.3217926,93.75
7.690666666666667,2.1413713,187.5
7.701333333333333,3.933053,328.125
7.712,2.5375986,93.75
7.722666666666667,4.570658,93.75
7.733333333333333,3.6726992,328.125
7.744,4.0967126,140.625
7.754666666666667,1.6956083,468.75
7.765333333333333,2.2126384,328.125
7.776,2.363569,140.625
7.786666666666667,2.5592844,281.25
7.7973333333333334,3.6284027,281.25
7.808,3.8949993,281.25
7.818666666666667,3.1573343,328.125
7.8293333333333335,2.5081086,140.625
7.84,2.0866117,281.25
7.850666666666666,4.6248775,93.75
7.8613333333333335,2.76233,93.75
7.872,2.4903271,93.75
7.882666666666666,2.8912332,46.875
7.8933333333333335,3.1599622,46.875
7.904,2.0458217,421.875
7.914666666666666,2.559239,93.75
7.925333333333334,3.0467055,281.25
7.936,3.1830103,93.75
7.946666666666666,3.1023922,93.75
7.957333333333334,3.3981934,46.875
7.968,5.243944,93.75
7.978666666666666,6.938775,609.375
7.989333333333334,9.359329,609.375
8.0,3.4698284,796.875
8.010666666666667,4.5179853,93.75
8.021333333333333,4.7443414,93.75
8.032,2.3092418,750.0
8.042666666666667,2.241674,46.875
8.053333333333333,3.4406762,328.125
8.064,3.8401191,328.125
8.074666666666667,2.5927644,796.875
8.085333333333333,2.7783723,562.5
8.096,2.7782698,281.25
8.106666666666667,2.6385667,187.5
8.117333333333333,3.4748669,93.75
8.128,2.9173155,609.375
8.138666666666667,3.0080893,93.75
8.149333333333333,4.579325,93.75
8.16,3.444132,93.75
8.170666666666667,3.4262984,140.625
8.181333333333333,2.9300234,93.75
8.192,2.2214937,281.25
8.202666666666667,1.9761254,843.75
8.213333333333333,2.03955,93.75
8.224,4.336091,703.125
8.234666666666667,3.359651,93.75
8.245333333333333,2.7373803,562.5
8.256,2.226375,281.25
8.266666666666667,2.0209444,281.25
8.277333333333333,3.2186458,140.625
8.288,2.1197627,93.75
8.298666666666668,3.1487896,93.75
8.309333333333333,2.492598,703.125
8.32,3.0603487,93.75
8.330666666666668,2.6312344,187.5
8.341333333333333,2.97845,234.375
8.352,3.2661812,187.5
8.362666666666666,3.1811397,46.875
8.373333333333333,3.3851192,93.75
8.384,2.8268425,234.375
8.394666666666666,1.5768023,609.375
8.405333333333333,3.1306036,93.75
8.416,3.943274,281.25
8.426666666666666,2.9088373,46.875
8.437333333333333,4.145803,93.75
8.448,2.9938421,93.75
8.458666666666666,2.6921473,187.5
8.469333333333333,2.3595412,93.75
8.48,2.3304543,93.75
8.490666666666666,3.0995796,187.5
8.501333333333333,5.007196,93.75
8.512,1.9721806,515.625
8.522666666666666,2.5725741,140.625
8.533333333333333,4.272925,93.75
8.544,3.0408218,328.125
8.554666666666666,2.17852,187.5
8.565333333333333,2.6593094,328.125
8.576,3.0140896,421.875
8.586666666666666,2.241934,46.875
8.597333333333333,4.433547,93.75
8.608,4.0345874,93.75
8.618666666666666,2.1615505,187.5
8.629333333333333,3.283082,234.375
8.64,3.5085952,234.375
8.650666666666666,2.8238838,187.5
8.661333333333333,1.9847479,703.125
8.672,1.864527,375.0
8.682666666666666,1.4588591,328.125
8.693333333333333,2.4011269,234.375
8.704,3.6822498,93.75
8.714666666666666,4.6173463,93.75
8.725333333333333,2.5125036,93.75
8.736,2.2351708,93.75
8.746666666666666,3.3498116,46.875
8.757333333333333,3.1278944,46.875
8.768,2.1032057,46.875
8.778666666666666,2.2900834,46.875
8.789333333333333,3.0109828,93.75
8.8,1.9555522,46.875
8.810666666666666,2.0456007,93.75
8.821333333333333,2.1293876,234.375
8.832,2.133749,140.625
8.842666666666666,1.7854905,281.25
8.853333333333333,2.3498518,281.25
8.864,2.4277842,281.25
8.874666666666666,2.182154,281.25
8.885333333333334,2.5620708,46.875
8.896,3.3147933,46.875
8.906666666666666,2.6340458,234.375
8.917333333333334,2.7182221,187.5
