"Time (s)","Pressure (hPa)"
4.736134100E2,1.005737793E3
4.736385108E2,1.005768311E3
4.736636285E2,1.005774414E3
4.736887307E2,1.005750000E3
4.737138150E2,1.005753052E3
4.737389327E2,1.005780518E3
4.737640319E2,1.005792725E3
4.737891330E2,1.005777466E3
4.738142193E2,1.005762207E3
4.738393188E2,1.005771362E3
4.738644182E2,1.005786621E3
4.738895179E2,1.005783569E3
4.739146333E2,1.005768311E3
4.739397349E2,1.005762207E3
4.739648368E2,1.005765259E3
4.739899395E2,1.005762207E3
4.740150392E2,1.005750000E3
4.740401440E2,1.005750000E3
4.740652551E2,1.005759155E3
4.740903331E2,1.005762207E3
4.741154344E2,1.005750000E3
4.741405363E2,1.005737793E3
4.741656509E2,1.005734741E3
4.741907513E2,1.005734741E3
4.742158514E2,1.005734741E3
4.742409518E2,1.005740845E3
4.742660504E2,1.005725586E3
4.742911524E2,1.005704224E3
4.743162536E2,1.005719482E3
4.743413413E2,1.005750000E3
4.743664410E2,1.005750000E3
4.743915410E2,1.005737793E3
4.744166576E2,1.005753052E3
4.744417579E2,1.005777466E3
4.744668603E2,1.005780518E3
4.744919602E2,1.005759155E3
4.745170620E2,1.005746948E3
4.745421647E2,1.005765259E3
4.745672650E2,1.005777466E3
4.745923580E2,1.005759155E3
4.746174605E2,1.005743896E3
4.746425554E2,1.005750000E3
4.746676562E2,1.005743896E3
4.746927735E2,1.005728638E3
4.747178771E2,1.005734741E3
4.747429777E2,1.005768311E3
4.747680567E2,1.005807983E3
4.747931784E2,1.005823242E3
4.748182624E2,1.005801880E3
4.748433782E2,1.005759155E3
4.748684862E2,1.005743896E3
4.748935634E2,1.005768311E3
4.749186619E2,1.005780518E3
4.749437752E2,1.005765259E3
4.749688738E2,1.005740845E3
4.749939723E2,1.005737793E3
4.750190702E2,1.005753052E3
4.750441703E2,1.005753052E3
4.750692695E2,1.005725586E3
4.750943668E2,1.005713379E3
4.751194524E2,1.005743896E3
4.751445499E2,1.005768311E3
4.751696510E2,1.005753052E3
4.751947504E2,1.005728638E3
4.752198500E2,1.005725586E3
4.752449646E2,1.005743896E3
4.752700656E2,1.005777466E3
4.752951677E2,1.005798828E3
4.753202674E2,1.005795776E3
4.753453683E2,1.005765259E3
4.753704676E2,1.005734741E3
4.753955531E2,1.005734741E3
4.754206522E2,1.005753052E3
4.754457696E2,1.005743896E3
4.754708689E2,1.005713379E3
4.754959686E2,1.005710327E3
4.755210699E2,1.005725586E3
4.755461712E2,1.005716431E3
4.755712713E2,1.005704346E3
4.755963701E2,1.005731812E3
4.756214710E2,1.005759277E3
4.756465486E2,1.005740967E3
4.756716562E2,1.005728760E3
4.756967575E2,1.005759277E3
4.757218747E2,1.005768433E3
4.757469756E2,1.005722656E3
4.757720611E2,1.005679932E3
4.757971769E2,1.005710449E3
4.758222731E2,1.005768433E3
4.758473812E2,1.005783691E3
4.758724810E2,1.005777588E3
4.758975706E2,1.005777588E3
4.759226737E2,1.005756226E3
4.759477702E2,1.005719604E3
4.759728862E2,1.005716553E3
4.759979866E2,1.005737915E3
4.760230870E2,1.005753174E3
4.760481782E2,1.005750000E3
4.760732895E2,1.005753052E3
4.760983727E2,1.005756104E3
4.761234888E2,1.005759155E3
4.761485878E2,1.005750000E3
4.761736721E2,1.005728638E3
4.761987720E2,1.005716431E3
4.762238709E2,1.005722534E3
4.762489697E2,1.005719482E3
4.762740841E2,1.005704224E3
4.762991850E2,1.005704224E3
4.763242848E2,1.005728638E3
4.763493839E2,1.005762207E3
4.763744848E2,1.005780518E3
4.763995834E2,1.005759155E3
4.764246668E2,1.005734741E3
4.764497655E2,1.005734741E3
4.764748680E2,1.005750000E3
4.764999899E2,1.005746948E3
4.765250841E2,1.005750122E3
4.765501852E2,1.005753174E3
4.765752845E2,1.005737915E3
4.766003865E2,1.005728760E3
4.766254863E2,1.005734863E3
4.766505885E2,1.005737915E3
4.766756884E2,1.005728760E3
4.767007779E2,1.005737915E3
4.767258732E2,1.005737915E3
4.767509734E2,1.005737915E3
4.767760885E2,1.005734863E3
4.768011872E2,1.005719604E3
4.768262865E2,1.005719604E3
4.768513857E2,1.005753174E3
4.768764837E2,1.005780640E3
4.769015846E2,1.005759277E3
4.769266844E2,1.005747070E3
4.769517820E2,1.005756226E3
4.769768697E2,1.005747070E3
4.770019710E2,1.005710449E3
4.770270857E2,1.005710449E3
4.770521873E2,1.005722656E3
4.770772883E2,1.005725708E3
4.771023878E2,1.005719604E3
4.771274772E2,1.005731812E3
4.771525905E2,1.005744019E3
4.771776913E2,1.005734863E3
4.772028023E2,1.005737915E3
4.772278921E2,1.005744019E3
4.772529795E2,1.005731812E3
4.772780807E2,1.005719604E3
4.773031807E2,1.005740967E3
4.773282818E2,1.005747070E3
4.773533980E2,1.005719604E3
4.773784994E2,1.005698242E3
4.774036015E2,1.005737915E3
4.774287011E2,1.005765381E3
4.774537992E2,1.005744019E3
4.774788832E2,1.005707520E3
4.775039851E2,1.005719727E3
4.775290856E2,1.005750244E3
4.775541854E2,1.005747192E3
4.775792813E2,1.005725830E3
4.776043965E2,1.005741089E3
4.776294942E2,1.005771606E3
4.776545954E2,1.005765503E3
4.776796970E2,1.005719727E3
4.777047814E2,1.005704468E3
4.777298928E2,1.005747192E3
4.777549790E2,1.005777710E3
4.777800812E2,1.005762451E3
4.778051813E2,1.005734985E3
4.778302961E2,1.005741089E3
4.778553967E2,1.005777710E3
4.778805060E2,1.005808228E3
4.779055968E2,1.005786865E3
4.779306971E2,1.005777710E3
4.779557988E2,1.005820312E3
4.779808968E2,1.005872192E3
4.780059885E2,1.005829468E3
4.780310837E2,1.005740967E3
4.780561836E2,1.005747070E3
4.780813040E2,1.005838623E3
4.781063965E2,1.005875244E3
4.781314951E2,1.005802002E3
4.781565950E2,1.005722656E3
4.781816962E2,1.005704346E3
4.782067809E2,1.005704346E3
4.782318824E2,1.005673828E3
4.782569818E2,1.005661621E3
4.782820823E2,1.005682983E3
4.783071849E2,1.005686035E3
4.783322842E2,1.005667725E3
4.783573864E2,1.005686035E3
4.783825022E2,1.005719604E3
4.784076043E2,1.005719604E3
4.784327063E2,1.005679932E3
4.784578077E2,1.005661621E3
4.784828977E2,1.005682983E3
4.785079987E2,1.005704346E3
4.785331012E2,1.005716553E3
4.785582028E2,1.005719604E3
4.785833038E2,1.005704346E3
4.786084211E2,1.005704346E3
4.786335232E2,1.005725708E3
4.786586255E2,1.005722656E3
4.786837277E2,1.005704346E3
4.787088177E2,1.005716553E3
4.787339197E2,1.005737915E3
4.787590211E2,1.005737915E3
4.787841211E2,1.005728760E3
4.788092277E2,1.005722656E3
4.788343295E2,1.005704346E3
4.788594352E2,1.005698242E3
4.788845377E2,1.005710449E3
4.789096539E2,1.005710144E3
4.789347582E2,1.005725403E3
4.789598600E2,1.005749817E3
4.789849608E2,1.005737610E3
4.790100397E2,1.005710144E3
4.790351507E2,1.005737610E3
4.790602521E2,1.005771179E3
4.790853557E2,1.005737610E3
4.791104737E2,1.005697937E3
4.791355764E2,1.005719299E3
4.791606786E2,1.005752869E3
4.791857808E2,1.005746765E3
4.792108833E2,1.005731506E3
4.792359834E2,1.005737610E3
4.792610857E2,1.005746765E3
4.792861970E2,1.005749817E3
4.793112700E2,1.005755920E3
4.793363760E2,1.005771179E3
4.793614784E2,1.005771179E3
4.793865959E2,1.005764832E3
4.794116816E2,1.005773987E3
4.794367977E2,1.005792297E3
4.794618981E2,1.005795349E3
4.794869997E2,1.005752625E3
4.795120979E2,1.005731262E3
4.795371982E2,1.005749573E3
4.795622838E2,1.005764832E3
4.795873846E2,1.005752625E3
4.796124857E2,1.005734314E3
4.796376012E2,1.005752625E3
4.796627031E2,1.005761780E3
4.796878017E2,1.005734314E3
4.797129046E2,1.005712952E3
4.797380088E2,1.005743469E3
4.797631083E2,1.005764832E3
4.797882092E2,1.005740417E3
4.798132953E2,1.005712952E3
4.798384048E2,1.005725159E3
4.798634987E2,1.005728210E3
4.798886008E2,1.005703796E3
4.799137174E2,1.005719055E3
4.799388178E2,1.005770935E3
4.799639176E2,1.005786194E3
4.799890072E2,1.005755676E3
4.800141213E2,1.005749573E3
4.800392227E2,1.005767883E3
4.800643241E2,1.005764832E3
4.800894159E2,1.005755676E3
4.801145240E2,1.005767883E3
4.801396089E2,1.005761780E3
4.801647245E2,1.005752625E3
4.801898228E2,1.005770935E3
4.802149069E2,1.005786194E3
4.802400215E2,1.005761780E3
4.802651221E2,1.005755676E3
4.802902223E2,1.005761780E3
4.803153218E2,1.005746521E3
4.803404190E2,1.005743347E3
4.803655088E2,1.005761658E3
4.803906103E2,1.005767761E3
4.804157094E2,1.005737244E3
4.804408269E2,1.005721985E3
4.804659260E2,1.005740295E3
4.804910239E2,1.005764709E3
4.805161253E2,1.005764709E3
4.805412253E2,1.005752502E3
4.805663262E2,1.005755554E3
4.805914181E2,1.005764709E3
4.806165314E2,1.005755554E3
4.806416142E2,1.005743347E3
4.806667156E2,1.005758606E3
4.806918175E2,1.005773865E3
4.807169331E2,1.005761658E3
4.807420346E2,1.005749451E3
4.807671351E2,1.005758606E3
4.807922365E2,1.005767761E3
4.808173388E2,1.005752502E3
4.808424380E2,1.005743347E3
4.808675259E2,1.005749451E3
4.808926280E2,1.005761658E3
4.809177279E2,1.005767761E3
4.809428301E2,1.005770813E3
4.809679459E2,1.005773865E3
4.809930466E2,1.005764709E3
4.810181498E2,1.005746399E3
4.810432511E2,1.005728088E3
4.810683509E2,1.005731140E3
4.810934521E2,1.005749451E3
4.811185379E2,1.005758606E3
4.811436386E2,1.005752502E3
4.811687399E2,1.005752502E3
4.811938409E2,1.005746399E3
4.812189571E2,1.005752502E3
4.812440583E2,1.005767761E3
4.812691527E2,1.005770813E3
4.812942563E2,1.005749207E3
4.813193562E2,1.005730896E3
4.813444557E2,1.005749207E3
4.813695555E2,1.005767517E3
4.813946402E2,1.005749207E3
4.814197408E2,1.005730896E3
4.814448397E2,1.005755310E3
4.814699403E2,1.005776672E3
4.814950417E2,1.005764465E3
4.815201586E2,1.005761414E3
4.815452609E2,1.005764465E3
4.815703601E2,1.005730896E3
4.815954574E2,1.005703430E3
4.816205599E2,1.005724792E3
4.816456536E2,1.005749207E3
4.816707472E2,1.005730896E3
4.816958468E2,1.005712585E3
4.817209477E2,1.005718689E3
4.817460609E2,1.005740051E3
4.817711443E2,1.005767639E3
4.817962446E2,1.005792053E3
4.818213473E2,1.005773743E3
4.818464596E2,1.005740173E3
4.818715456E2,1.005737122E3
4.818966706E2,1.005764587E3
4.819217397E2,1.005773743E3
4.819468467E2,1.005764587E3
4.819719485E2,1.005758484E3
4.819970493E2,1.005764587E3
4.820221649E2,1.005773743E3
4.820472660E2,1.005789001E3
4.820723679E2,1.005807312E3
4.820974699E2,1.005801208E3
4.821225692E2,1.005764587E3
4.821476718E2,1.005727966E3
4.821727570E2,1.005727966E3
4.821978701E2,1.005755432E3
4.822229560E2,1.005785950E3
4.822480711E2,1.005779724E3
4.822731716E2,1.005767517E3
4.822982566E2,1.005776672E3
4.823233567E2,1.005764465E3
4.823484572E2,1.005743103E3
4.823735584E2,1.005755310E3
4.823986596E2,1.005785828E3
4.824237640E2,1.005773621E3
4.824488739E2,1.005749207E3
4.824739595E2,1.005758362E3
4.824990609E2,1.005767517E3
4.825241785E2,1.005761414E3
4.825492803E2,1.005761414E3
4.825743813E2,1.005752258E3
4.825994805E2,1.005721741E3
4.826245822E2,1.005715637E3
4.826496832E2,1.005749207E3
4.826747825E2,1.005779724E3
4.826998677E2,1.005776672E3
4.827249679E2,1.005764709E3
4.827500683E2,1.005755554E3
4.827751677E2,1.005752502E3
4.828002854E2,1.005758606E3
4.828253871E2,1.005755554E3
4.828504720E2,1.005749451E3
4.828755879E2,1.005749451E3
4.829006896E2,1.005764709E3
4.829257899E2,1.005758606E3
4.829508886E2,1.005725037E3
4.829759729E2,1.005715881E3
4.830010732E2,1.005734192E3
4.830261712E2,1.005740295E3
4.830512675E2,1.005737244E3
4.830763859E2,1.005749451E3
4.831014701E2,1.005743347E3
4.831265850E2,1.005746399E3
4.831516840E2,1.005773865E3
4.831767861E2,1.005792175E3
4.832018959E2,1.005777283E3
4.832269713E2,1.005746765E3
4.832520731E2,1.005752869E3
4.832771746E2,1.005768127E3
4.833022760E2,1.005768127E3
4.833273913E2,1.005749817E3
4.833524916E2,1.005749817E3
4.833775952E2,1.005768127E3
4.834026966E2,1.005768127E3
4.834277958E2,1.005734558E3
4.834528946E2,1.005731506E3
4.834779821E2,1.005765076E3
4.835030822E2,1.005777283E3
4.835281813E2,1.005768127E3
4.835532804E2,1.005758972E3
4.835783965E2,1.005752869E3
4.836034809E2,1.005758972E3
4.836285969E2,1.005780334E3
4.836536859E2,1.005786438E3
4.836787932E2,1.005777588E3
4.837038890E2,1.005768433E3
4.837289828E2,1.005777588E3
4.837540931E2,1.005768433E3
4.837791878E2,1.005750122E3
4.838042898E2,1.005740967E3
4.838294051E2,1.005737915E3
4.838545036E2,1.005740967E3
4.838796030E2,1.005740967E3
4.839047028E2,1.005762329E3
4.839297876E2,1.005789795E3
4.839549064E2,1.005802002E3
4.839800060E2,1.005783691E3
4.840050993E2,1.005774536E3
4.840301902E2,1.005774536E3
4.840552908E2,1.005762329E3
4.840803916E2,1.005747070E3
4.841054912E2,1.005750122E3
4.841305915E2,1.005762329E3
4.841557049E2,1.005765381E3
4.841808068E2,1.005765381E3
4.842059060E2,1.005762329E3
4.842310027E2,1.005750122E3
4.842560906E2,1.005740967E3
4.842811888E2,1.005750122E3
4.843062902E2,1.005759277E3
4.843313905E2,1.005759277E3
4.843565070E2,1.005753174E3
4.843815928E2,1.005756226E3
4.844067089E2,1.005750122E3
4.844318113E2,1.005744019E3
4.844569126E2,1.005747070E3
4.844820170E2,1.005759277E3
4.845071234E2,1.005762329E3
4.845322008E2,1.005768433E3
4.845573001E2,1.005765381E3
4.845824007E2,1.005753174E3
4.846074998E2,1.005737915E3
4.846326173E2,1.005744141E3
4.846577126E2,1.005765503E3
4.846828125E2,1.005780762E3
4.847078947E2,1.005774658E3
4.847329945E2,1.005753296E3
4.847581104E2,1.005756348E3
4.847831961E2,1.005777710E3
4.848082961E2,1.005768555E3
4.848333977E2,1.005756348E3
4.848584976E2,1.005771606E3
4.848836004E2,1.005768555E3
4.849087109E2,1.005744141E3
4.849337943E2,1.005731934E3
4.849588930E2,1.005741089E3
4.849840109E2,1.005728882E3
4.850091134E2,1.005728882E3
4.850342126E2,1.005759399E3
4.850593032E2,1.005765503E3
4.850843946E2,1.005725830E3
4.851094933E2,1.005710449E3
4.851346074E2,1.005737915E3
4.851596930E2,1.005771484E3
4.851847900E2,1.005768433E3
4.852099059E2,1.005744019E3
4.852350063E2,1.005744019E3
4.852601036E2,1.005759277E3
4.852851892E2,1.005765381E3
4.853102888E2,1.005765381E3
4.853353895E2,1.005771484E3
4.853604895E2,1.005780640E3
4.853855896E2,1.005774536E3
4.854106899E2,1.005765381E3
4.854357896E2,1.005759277E3
4.854608907E2,1.005740967E3
4.854859928E2,1.005719604E3
4.855110953E2,1.005716553E3
4.855362129E2,1.005731812E3
4.855613004E2,1.005753174E3
4.855864105E2,1.005758850E3
4.856115014E2,1.005743591E3
4.856366031E2,1.005746643E3
4.856617200E2,1.005761902E3
4.856868224E2,1.005761902E3
4.857119250E2,1.005749695E3
4.857370126E2,1.005758850E3
4.857621248E2,1.005774109E3
4.857872270E2,1.005768005E3
4.858123282E2,1.005740540E3
4.858374144E2,1.005722229E3
4.858625150E2,1.005731384E3
4.858876151E2,1.005761902E3
4.859127303E2,1.005777161E3
4.859378305E2,1.005758850E3
4.859629300E2,1.005740540E3
4.859880315E2,1.005755798E3
4.860131309E2,1.005761902E3
4.860382332E2,1.005749695E3
4.860633426E2,1.005761780E3
4.860884244E2,1.005792297E3
4.861135383E2,1.005786194E3
4.861386218E2,1.005746521E3
4.861637238E2,1.005722107E3
4.861888427E2,1.005725159E3
4.862139298E2,1.005740417E3
4.862390454E2,1.005752625E3
4.862641486E2,1.005767883E3
4.862892512E2,1.005777039E3
4.863143501E2,1.005770935E3
4.863394478E2,1.005764832E3
4.863645363E2,1.005767883E3
4.863896389E2,1.005764832E3
4.864147392E2,1.005749573E3
4.864398550E2,1.005734314E3
4.864649550E2,1.005743469E3
4.864900536E2,1.005749573E3
4.865151553E2,1.005743469E3
4.865402553E2,1.005740295E3
4.865653388E2,1.005746399E3
4.865904546E2,1.005746399E3
4.866155648E2,1.005746399E3
4.866406420E2,1.005761658E3
4.866657419E2,1.005779968E3
4.866908418E2,1.005776917E3
4.867159429E2,1.005752502E3
4.867410585E2,1.005749451E3
4.867661598E2,1.005761658E3
4.867912605E2,1.005767761E3
4.868163620E2,1.005752502E3
4.868414637E2,1.005743347E3
4.868665493E2,1.005734192E3
4.868916509E2,1.005728088E3
4.869167533E2,1.005740295E3
4.869418525E2,1.005761658E3
4.869669684E2,1.005767761E3
4.869920688E2,1.005767761E3
4.870171540E2,1.005767639E3
4.870422699E2,1.005761536E3
4.870673713E2,1.005743225E3
4.870924720E2,1.005731018E3
4.871175723E2,1.005749329E3
4.871426604E2,1.005773743E3
4.871677599E2,1.005789001E3
4.871928607E2,1.005779846E3
4.872179627E2,1.005764587E3
4.872430615E2,1.005767639E3
4.872681787E2,1.005789001E3
4.872932645E2,1.005785950E3
4.873183813E2,1.005770691E3
4.873434822E2,1.005764587E3
4.873685838E2,1.005770691E3
4.873936829E2,1.005764587E3
4.874187720E2,1.005737122E3
4.874438724E2,1.005718811E3
4.874689973E2,1.005734070E3
4.874940766E2,1.005767761E3
4.875191935E2,1.005776917E3
4.875442944E2,1.005755554E3
4.875693951E2,1.005740295E3
4.875944958E2,1.005743347E3
4.876195971E2,1.005755554E3
4.876447045E2,1.005761658E3
4.876697913E2,1.005767761E3
4.876948894E2,1.005764709E3
4.877199911E2,1.005746399E3
4.877450934E2,1.005740295E3
4.877702105E2,1.005752502E3
4.877953101E2,1.005764709E3
4.878204115E2,1.005770813E3
4.878455052E2,1.005767761E3
4.878706175E2,1.005755554E3
4.878957144E2,1.005749451E3
4.879208004E2,1.005743347E3
4.879459019E2,1.005752502E3
4.879710032E2,1.005755432E3
4.879961033E2,1.005761536E3
4.880212212E2,1.005755432E3
4.880463236E2,1.005727966E3
4.880714255E2,1.005715759E3
4.880965262E2,1.005743225E3
4.881216273E2,1.005764587E3
4.881467298E2,1.005767639E3
4.881718291E2,1.005755432E3
4.881969138E2,1.005743225E3
4.882220139E2,1.005764587E3
4.882471154E2,1.005785950E3
4.882722302E2,1.005776794E3
4.882973298E2,1.005743225E3
4.883224303E2,1.005734070E3
4.883475317E2,1.005746277E3
4.883726328E2,1.005767639E3
4.883977351E2,1.005798157E3
4.884228450E2,1.005816467E3
4.884479415E2,1.005782654E3
4.884730373E2,1.005749084E3
4.884981245E2,1.005755188E3
4.885232248E2,1.005773499E3
4.885483425E2,1.005776550E3
4.885734421E2,1.005770447E3
4.885985446E2,1.005764343E3
4.886236305E2,1.005752136E3
4.886487443E2,1.005755188E3
4.886738430E2,1.005755188E3
4.886989280E2,1.005742981E3
4.887240279E2,1.005742981E3
4.887491273E2,1.005758240E3
4.887742291E2,1.005761292E3
4.887993301E2,1.005761292E3
4.888244473E2,1.005761292E3
4.888495379E2,1.005758240E3
4.888746336E2,1.005773499E3
4.888997340E2,1.005779602E3
4.889248340E2,1.005755188E3
4.889499346E2,1.005727722E3
4.889750346E2,1.005730774E3
4.890001361E2,1.005739929E3
4.890252362E2,1.005730774E3
4.890503529E2,1.005749084E3
4.890754547E2,1.005779602E3
4.891005558E2,1.005773499E3
4.891256453E2,1.005752136E3
4.891507570E2,1.005761292E3
4.891758578E2,1.005761292E3
4.892009577E2,1.005746033E3
4.892260373E2,1.005742981E3
4.892511483E2,1.005755188E3
4.892762508E2,1.005770447E3
4.893013700E2,1.005764343E3
4.893264719E2,1.005746033E3
4.893515576E2,1.005742981E3
4.893766685E2,1.005767395E3
4.894017768E2,1.005785583E3
4.894268610E2,1.005770325E3
4.894519628E2,1.005758118E3
4.894770858E2,1.005758118E3
4.895021688E2,1.005742859E3
4.895272648E2,1.005727600E3
4.895523665E2,1.005745911E3
4.895774812E2,1.005761169E3
4.896025847E2,1.005745911E3
4.896276877E2,1.005733704E3
4.896527862E2,1.005742859E3
4.896778853E2,1.005755066E3
4.897029848E2,1.005764221E3
4.897280726E2,1.005767273E3
4.897531821E2,1.005764221E3
4.897782695E2,1.005776428E3
4.898033699E2,1.005782532E3
4.898284697E2,1.005770325E3
4.898535706E2,1.005748962E3
4.898786860E2,1.005754761E3
4.899037949E2,1.005782227E3
4.899288860E2,1.005785278E3
4.899539842E2,1.005770020E3
4.899790812E2,1.005754761E3
4.900041631E2,1.005754761E3
4.900292617E2,1.005766968E3
4.900543598E2,1.005776123E3
4.900794745E2,1.005766968E3
4.901045728E2,1.005763916E3
4.901296552E2,1.005766968E3
4.901547693E2,1.005760864E3
4.901798684E2,1.005739502E3
4.902049666E2,1.005739502E3
4.902300617E2,1.005760864E3
4.902551542E2,1.005782227E3
4.902802442E2,1.005788330E3
4.903053459E2,1.005785278E3
4.903304430E2,1.005785278E3
4.903555562E2,1.005785461E3
4.903806535E2,1.005791565E3
4.904057533E2,1.005800720E3
4.904308517E2,1.005803772E3
4.904559489E2,1.005785461E3
4.904810457E2,1.005757996E3
4.905061455E2,1.005739685E3
4.905312274E2,1.005742737E3
4.905563267E2,1.005764099E3
4.905814253E2,1.005773254E3
4.906065224E2,1.005751892E3
4.906316363E2,1.005730530E3
4.906567348E2,1.005739685E3
4.906818321E2,1.005757996E3
4.907069296E2,1.005764099E3
4.907320254E2,1.005770203E3
4.907571221E2,1.005773254E3
4.907822196E2,1.005770203E3
4.908073033E2,1.005776306E3
4.908324026E2,1.005773254E3
4.908575015E2,1.005761047E3
4.908826156E2,1.005754944E3
4.909077150E2,1.005754944E3
4.909328138E2,1.005733582E3
4.909578953E2,1.005706116E3
4.909830105E2,1.005690857E3
4.910081082E2,1.005690857E3
4.910331924E2,1.005703064E3
4.910582916E2,1.005721375E3
4.910833923E2,1.005712219E3
4.911084925E2,1.005696960E3
4.911335947E2,1.005700012E3
4.911587117E2,1.005706116E3
4.911837979E2,1.005718323E3
4.912088976E2,1.005745789E3
4.912340005E2,1.005764099E3
4.912591136E2,1.005751892E3
4.912842161E2,1.005721375E3
4.913093094E2,1.005715271E3
4.913343955E2,1.005724426E3
4.913595015E2,1.005727478E3
4.913846001E2,1.005696960E3
4.914097150E2,1.005690857E3
4.914348174E2,1.005721375E3
4.914599177E2,1.005754944E3
4.914850190E2,1.005748840E3
4.915101187E2,1.005718323E3
4.915352212E2,1.005709167E3
4.915603225E2,1.005706116E3
4.915854054E2,1.005715271E3
4.916105086E2,1.005733582E3
4.916356097E2,1.005733582E3
4.916607245E2,1.005727478E3
4.916858246E2,1.005739685E3
4.917109090E2,1.005761047E3
4.917360062E2,1.005779358E3
4.917611227E2,1.005770203E3
4.917862207E2,1.005742737E3
4.918113216E2,1.005730530E3
4.918364056E2,1.005736633E3
4.918615051E2,1.005739685E3
4.918866042E2,1.005751892E3
4.919117038E2,1.005788513E3
4.919368179E2,1.005825134E3
4.919619162E2,1.005812927E3
4.919870194E2,1.005800720E3
4.920121116E2,1.005815979E3
4.920372102E2,1.005828186E3
4.920623089E2,1.005803772E3
4.920874069E2,1.005767151E3
4.921124919E2,1.005745789E3
4.921375910E2,1.005739685E3
4.921626889E2,1.005745789E3
4.921878027E2,1.005757996E3
4.922129009E2,1.005770203E3
4.922380072E2,1.005761047E3
4.922630849E2,1.005733582E3
4.922881986E2,1.005721375E3
4.923132844E2,1.005736633E3
4.923384003E2,1.005718323E3
4.923634999E2,1.005678650E3
4.923885838E2,1.005687805E3
4.924136849E2,1.005736633E3
4.924387829E2,1.005754944E3
4.924638809E2,1.005745789E3
4.924889778E2,1.005745789E3
4.925140775E2,1.005757996E3
4.925391752E2,1.005742737E3
4.925642726E2,1.005736633E3
4.925893859E2,1.005773254E3
4.926144820E2,1.005785461E3
4.926395644E2,1.005730530E3
4.926646602E2,1.005712219E3
4.926897593E2,1.005761047E3
4.927148767E2,1.005791565E3
4.927399719E2,1.005766968E3
4.927650677E2,1.005760864E3
4.927901689E2,1.005785278E3
4.928152673E2,1.005776123E3
4.928403689E2,1.005763916E3
4.928654673E2,1.005779175E3
4.928905671E2,1.005779175E3
4.929156500E2,1.005739502E3
4.929407491E2,1.005727295E3
4.929658468E2,1.005751709E3
4.929909624E2,1.005776123E3
4.930160450E2,1.005776123E3
4.930411611E2,1.005770020E3
4.930662604E2,1.005757812E3
4.930913583E2,1.005754761E3
4.931164569E2,1.005751709E3
4.931415659E2,1.005760864E3
4.931666382E2,1.005763916E3
4.931917358E2,1.005748657E3
4.932168364E2,1.005739502E3
4.932419500E2,1.005754761E3
4.932670490E2,1.005776123E3
4.932921501E2,1.005773071E3
4.933172522E2,1.005760864E3
4.933423526E2,1.005757812E3
4.933674535E2,1.005748657E3
4.933925532E2,1.005721191E3
4.934176338E2,1.005705933E3
4.934427411E2,1.005712036E3
4.934678446E2,1.005739502E3
4.934929434E2,1.005773071E3
4.935180423E2,1.005776123E3
4.935431429E2,1.005754761E3
4.935682591E2,1.005754761E3
4.935933578E2,1.005785278E3
4.936184588E2,1.005782227E3
4.936435574E2,1.005742554E3
4.936686573E2,1.005733398E3
4.936937360E2,1.005763672E3
4.937188443E2,1.005763672E3
4.937439380E2,1.005733154E3
4.937690520E2,1.005720947E3
4.937941374E2,1.005727051E3
4.938192525E2,1.005736206E3
4.938443542E2,1.005745361E3
4.938694532E2,1.005754517E3
4.938945548E2,1.005754517E3
4.939196526E2,1.005763672E3
4.939447364E2,1.005763672E3
4.939698365E2,1.005754517E3
4.939949354E2,1.005754517E3
4.940200349E2,1.005763672E3
4.940451489E2,1.005754517E3
4.940702480E2,1.005736206E3
4.940953472E2,1.005745361E3
4.941204451E2,1.005745361E3
4.941455440E2,1.005745361E3
4.941706448E2,1.005760864E3
4.941957301E2,1.005757812E3
4.942208319E2,1.005736450E3
4.942459364E2,1.005733398E3
4.942710279E2,1.005754761E3
4.942961273E2,1.005760864E3
4.943212312E2,1.005754761E3
4.943463306E2,1.005751709E3
4.943714439E2,1.005757812E3
4.943965399E2,1.005745605E3
4.944216253E2,1.005742554E3
4.944467241E2,1.005754761E3
4.944718419E2,1.005776123E3
4.944969226E2,1.005776123E3
4.945220216E2,1.005754761E3
4.945471187E2,1.005742554E3
4.945722169E2,1.005736450E3
4.945973313E2,1.005748657E3
4.946224294E2,1.005773071E3
4.946475293E2,1.005772949E3
4.946726287E2,1.005739380E3
4.946977124E2,1.005727173E3
4.947228124E2,1.005736328E3
4.947479043E2,1.005739380E3
4.947730011E2,1.005757690E3
4.947981274E2,1.005769897E3
4.948232203E2,1.005763794E3
4.948483145E2,1.005757690E3
4.948734133E2,1.005785156E3
4.948985119E2,1.005809570E3
4.949236102E2,1.005779053E3
4.949487090E2,1.005748535E3
4.949738079E2,1.005754639E3
4.949989085E2,1.005769897E3
4.950239921E2,1.005760742E3
4.950490912E2,1.005754639E3
4.950741893E2,1.005754639E3
4.950992817E2,1.005760742E3
4.951244066E2,1.005763794E3
4.951495015E2,1.005748535E3
4.951746003E2,1.005739380E3
4.951996997E2,1.005745483E3
4.952247810E2,1.005760742E3
4.952498803E2,1.005760742E3
4.952749790E2,1.005757690E3
4.953000787E2,1.005763794E3
4.953251781E2,1.005772949E3
4.953502928E2,1.005766846E3
4.953753914E2,1.005757690E3
4.954004904E2,1.005742432E3
4.954255894E2,1.005739380E3
4.954506880E2,1.005763794E3
4.954757799E2,1.005782104E3
4.955008866E2,1.005766846E3
