Timestamp,Mood,Arousal ,Social engagement ,Noise Level,Concentration Level
6/12/2025 16:13:00,4,4,5,4,2
6/12/2025 16:14:18,4,2,3,3,2
6/12/2025 16:15:24,4,5,4,2,2
6/12/2025 16:17:16,4,2,1,2,1
6/12/2025 16:17:53,3,2,1,2,1
6/12/2025 16:18:53,4,1,1,1,1
6/12/2025 16:19:54,3,3,1,1,5
